pdbid,-logKd/Ki,release_year
5aoi,3.03,2015
1rtf,3.04,1997
3t08,3.04,2012
3t1m,3.04,2011
4i7k,3.04,2013
4lm4,3.04,2014
5fls,3.04,2016
1f74,3.05,2000
1uj5,3.05,2004
4g5f,3.05,2013
6ncn,3.05,2019
1rnm,3.07,1996
3mof,3.07,2010
6fh3,3.07,2019
1y1z,3.08,2005
5ehv,3.08,2016
1ec9,3.10,2000
2xdl,3.10,2010
3buf,3.10,2008
3f78,3.10,2009
4cjr,3.10,2014
4kz6,3.10,2014
5eh8,3.10,2016
5orw,3.10,2017
3c2r,3.11,2008
4bt3,3.12,2013
4cgi,3.12,2013
5ey4,3.12,2016
1ax0,3.13,1998
5c5t,3.13,2015
6d1k,3.13,2019
2ya7,3.14,2011
4b34,3.14,2013
6g27,3.14,2019
1e6q,3.15,2001
4de5,3.15,2013
4fzj,3.15,2013
5flo,3.15,2016
5fnf,3.15,2016
6a87,3.15,2019
2ymd,3.16,2012
3f34,3.16,2009
5fot,3.17,2016
5fox,3.17,2016
5ose,3.17,2017
1lbk,3.18,2002
3bug,3.18,2008
3g1v,3.19,2009
4gzx,3.19,2012
6dyn,3.19,2019
6ssy,3.19,2019
5cs6,3.20,2016
5ijr,3.20,2017
1s5z,3.21,2005
1br6,3.22,1998
1e6s,3.22,2000
1ew9,3.22,2002
1k1y,3.22,2003
1zc9,3.22,2006
2ri9,3.22,2008
2uy3,3.22,2007
4n5d,3.22,2013
1px4,3.23,2004
3zsy,3.23,2012
4lm1,3.23,2014
4unp,3.23,2015
5qay,3.23,2018
3qfz,3.24,2011
4b2l,3.24,2013
4qlk,3.24,2015
1v2j,3.25,2004
3ta1,3.25,2011
4lm0,3.25,2014
5yas,3.26,1999
3ioe,3.27,2009
1bcu,3.28,1998
3d52,3.28,2008
3tfu,3.28,2011
3zsx,3.28,2012
4fl1,3.28,2012
5duw,3.29,2016
6ibk,3.29,2019
1d7j,3.30,1999
1phw,3.30,2004
1tpw,3.30,1995
2vw2,3.30,2008
3aaq,3.30,2010
3hcm,3.30,2010
4ddh,3.30,2013
4jss,3.30,2013
4mrw,3.30,2014
4msa,3.30,2014
4np3,3.30,2014
5g45,3.30,2016
1i2s,3.31,2002
1pzp,3.31,2004
5fe7,3.31,2016
2wk6,3.32,2009
4cjp,3.32,2014
4i7j,3.32,2013
6efj,3.32,2019
6pg3,3.32,2019
6phx,3.32,2019
188l,3.33,1995
1jlr,3.33,2002
4ab9,3.33,2012
4b0b,3.33,2012
4b5t,3.33,2012
4b5w,3.33,2012
3f33,3.34,2009
4b32,3.34,2013
4bt4,3.34,2013
4cp5,3.34,2015
3c2o,3.35,2008
3pwk,3.35,2012
4lkq,3.35,2014
4cj4,3.36,2014
187l,3.37,1995
1tnh,3.37,1994
1v2u,3.37,2004
3d8z,3.37,2009
3n35,3.37,2011
4b33,3.37,2013
6mnv,3.37,2019
2fzg,3.38,2006
3tay,3.38,2012
3w07,3.38,2013
4qll,3.38,2015
4ipn,3.39,2013
4lhm,3.39,2014
5lsh,3.39,2017
5os5,3.39,2017
1bxr,3.40,1999
1f8d,3.40,2001
1ikt,3.40,2001
1l83,3.40,1993
1m83,3.40,2002
1uz4,3.40,2004
3jzh,3.40,2009
4abe,3.40,2012
2v2c,3.41,2008
2qtn,3.42,2008
2sim,3.42,1994
2w08,3.42,2009
3iob,3.42,2009
4llj,3.42,2014
4n8q,3.42,2014
2xog,3.43,2011
3axz,3.43,2011
5osl,3.43,2018
4umc,3.44,2014
6exs,3.44,2018
3nik,3.45,2010
1moq,3.46,1998
3muz,3.46,2011
4k5p,3.46,2013
4tz2,3.46,2014
5qal,3.46,2018
6hgr,3.46,2019
6q4e,3.46,2019
3ta0,3.47,2011
4epy,3.47,2012
4h42,3.47,2013
5ma7,3.47,2017
6pvz,3.47,2019
2p3i,3.48,2008
3g1d,3.48,2009
3gx0,3.48,2009
3nyd,3.48,2011
4k7n,3.48,2014
5eh7,3.48,2016
5xg5,3.48,2017
1c5o,3.49,2000
1utn,3.49,2004
4avs,3.49,2013
4b5s,3.49,2012
5fnd,3.49,2016
6d9x,3.49,2018
6poi,3.49,2019
4i7p,3.50,2013
2r0h,3.51,2008
5cp9,3.51,2015
5h1u,3.51,2017
5mby,3.51,2017
1jys,3.52,2002
2j27,3.52,2007
2vw1,3.52,2008
3mfw,3.52,2010
4mrz,3.52,2014
5mod,3.52,2017
6g25,3.52,2019
185l,3.54,1995
1v2r,3.55,2004
2cle,3.55,2007
2qwc,3.55,1998
4aji,3.55,2012
5btx,3.55,2015
5fpk,3.55,2016
1h46,3.57,2003
1np0,3.57,2003
3ff3,3.57,2009
4abg,3.57,2012
4ck3,3.57,2014
4ibb,3.57,2014
4q8x,3.57,2015
5a7b,3.57,2015
3dx1,3.58,2009
6gjm,3.58,2018
1nli,3.59,2003
2gsu,3.59,2006
4cjq,3.59,2014
4q7v,3.59,2015
5mxf,3.59,2017
6dpz,3.59,2018
6p8a,3.59,2019
6pg4,3.59,2019
1d7i,3.60,1999
2fzk,3.60,2006
2qpu,3.60,2008
2xdk,3.60,2010
3b3x,3.60,2007
3g0i,3.60,2009
3jdw,3.60,1998
4b3b,3.60,2013
4c1y,3.60,2014
5dqf,3.60,2015
5lvr,3.60,2016
3jzj,3.61,2010
3sk2,3.61,2011
5lud,3.61,2017
5oqu,3.61,2018
1pb9,3.62,2003
4bkt,3.62,2013
4rrf,3.62,2015
6mll,3.62,2019
6pge,3.62,2019
5dqe,3.63,2015
5ork,3.63,2018
1gyy,3.64,2002
2azr,3.64,2005
2rk8,3.64,2008
4iuo,3.64,2013
4agl,3.65,2012
5yum,3.65,2018
2v00,3.66,2007
3buh,3.66,2008
3oy8,3.66,2010
3pcn,3.66,1998
3t2q,3.66,2012
4aia,3.66,2012
4fl2,3.66,2012
5m17,3.66,2017
5nzn,3.66,2018
6cq1,3.66,2019
6dyr,3.66,2019
4cig,3.67,2014
4ibd,3.67,2014
5fog,3.67,2016
5fol,3.67,2016
1c3x,3.68,1999
2x6x,3.68,2011
3ioc,3.68,2009
3isj,3.68,2009
4aje,3.68,2012
4io7,3.68,2013
4isu,3.68,2013
6cfc,3.68,2018
2a8g,3.69,2006
4ovg,3.69,2014
4tte,3.69,2014
5dkn,3.69,2016
5os7,3.69,2018
6gg4,3.69,2018
1loq,3.70,2002
1pdz,3.70,1995
1wht,3.70,1994
2bvr,3.70,2006
2fx6,3.70,2006
3l59,3.70,2010
3n7a,3.70,2011
5j41,3.70,2016
6gjj,3.70,2018
6mlp,3.70,2019
6pg6,3.70,2019
2vfk,3.71,2008
3fj7,3.71,2009
3g32,3.71,2009
1ai5,3.72,1997
1grp,3.72,1996
2am4,3.72,2006
2r23,3.72,2008
3f5l,3.72,2009
3q6z,3.72,2011
4tln,3.72,1982
4ufm,3.72,2015
6d1h,3.72,2019
3fjg,3.73,2009
4fz3,3.73,2013
6iou,3.73,2019
1f5k,3.74,2001
2wq5,3.74,2010
4yk0,3.74,2016
6gjr,3.74,2018
3d6p,3.75,2009
2x09,3.76,2010
4tu4,3.76,2014
4w52,3.76,2015
1kui,3.77,2002
2v2h,3.77,2008
3ao2,3.77,2011
4q46,3.77,2015
5qa8,3.77,2018
6euc,3.77,2018
6fuh,3.77,2018
6hgs,3.77,2019
3nq3,3.78,2010
2clk,3.79,2007
1kug,3.80,2002
1li6,3.80,2002
1nje,3.80,1996
2hb1,3.80,2006
3t09,3.80,2012
4ajl,3.80,2012
5h1t,3.80,2017
5uf0,3.80,2017
6g2b,3.80,2019
2hu6,3.81,2006
3ai8,3.81,2011
1hn4,3.82,2001
4aba,3.82,2012
4bks,3.82,2013
4keq,3.82,2014
4mmm,3.82,2014
6e1z,3.82,2019
1j16,3.84,2002
1utj,3.84,2004
3lzz,3.84,2010
5mnn,3.84,2018
2wzs,3.85,2009
2yb0,3.85,2011
3mv0,3.85,2011
4kiu,3.85,2014
5btv,3.85,2016
6pg8,3.85,2019
3spf,3.86,2012
4i9u,3.86,2013
5g4m,3.86,2016
5ldm,3.86,2017
5oh9,3.86,2018
6gjl,3.86,2018
1aj7,3.87,1997
1v16,3.87,2004
3w5n,3.87,2013
3wjw,3.87,2013
4nbk,3.87,2014
5oh3,3.87,2018
6gji,3.87,2018
3si4,3.88,2012
4mjp,3.88,2013
5eqe,3.88,2016
1m0q,3.89,2002
2ctc,3.89,1994
3iae,3.89,2010
4aj4,3.89,2012
4nl1,3.89,2014
4ufk,3.89,2015
1avn,3.90,1997
2gvv,3.90,2006
2qw1,3.90,2008
2rkm,3.90,1997
2vhj,3.90,2007
2vuk,3.90,2008
2wor,3.90,2009
2wos,3.90,2009
4n9c,3.90,2014
4qgi,3.90,2014
6c85,3.90,2019
1kuk,3.91,2002
6d1b,3.91,2019
1pr5,3.92,2003
3ap4,3.92,2011
3twp,3.92,2012
6g9x,3.92,2019
6hzy,3.92,2019
1h5v,3.93,2002
2a5b,3.93,2006
2cbz,3.93,2006
6g9i,3.93,2018
1v1m,3.94,2004
2v3d,3.94,2007
4bi6,3.95,2013
5fou,3.95,2016
5m5d,3.95,2017
6cbg,3.95,2018
6jaq,3.95,2019
1mrs,3.96,2003
2fpz,3.96,2006
2wec,3.96,1998
3c39,3.96,2008
3gt9,3.96,2010
4gqr,3.96,2012
4agn,3.97,2012
4ibg,3.97,2014
1v11,3.98,2004
3b3c,3.98,2007
4agm,3.98,2012
5os8,3.98,2018
5yj8,3.98,2018
6rih,3.98,2019
1rpf,3.99,1994
4i7l,3.99,2013
1e5j,4.00,2001
1lgw,4.00,2002
1tni,4.00,1994
1wc1,4.00,2004
2buv,4.00,2006
2ot1,4.00,2007
2qrl,4.00,2007
2rin,4.00,2008
2whp,4.00,2009
3a1c,4.00,2009
3ijh,4.00,2009
3vd9,4.00,2012
4p6c,4.00,2015
4umb,4.00,2014
5g4n,4.00,2016
5h1v,4.00,2017
5mgk,4.00,2017
5wcm,4.00,2017
1v2w,4.01,2004
3fzn,4.01,2009
2wvz,4.02,2009
3po1,4.02,2011
5vsj,4.02,2017
2q8m,4.03,2007
2x96,4.03,2010
3bxh,4.03,2008
3nq9,4.03,2010
4msn,4.03,2014
5e2l,4.03,2016
5nzf,4.03,2018
6cze,4.03,2018
6hni,4.03,2019
1hi5,4.04,2001
1li2,4.04,2002
6i0z,4.04,2019
6qlt,4.04,2019
2w66,4.05,2009
3n8k,4.05,2010
3qx9,4.05,2011
5gof,4.05,2017
2clh,4.06,2007
3m3c,4.06,2010
5mge,4.06,2017
5om2,4.06,2018
8a3h,4.06,2000
1hyo,4.07,2001
2v2v,4.07,2007
4xmr,4.07,2015
5mpz,4.07,2017
5ot9,4.07,2017
6dai,4.07,2018
6i18,4.07,2019
2rke,4.08,2008
2z1w,4.08,2007
3kwa,4.08,2010
1ai7,4.09,1997
1o0n,4.09,2003
2v88,4.09,2007
4b9z,4.09,2012
4fxp,4.09,2012
5var,4.09,2018
6d1i,4.09,2019
1c5t,4.10,2000
1odj,4.10,2003
2bvs,4.10,2006
3gk1,4.10,2009
3iod,4.10,2009
4cr9,4.10,2015
5cc2,4.10,2015
5kat,4.10,2016
5om3,4.10,2018
5t7s,4.10,2017
6dpy,4.10,2018
6ios,4.10,2019
1p19,4.11,2004
2exm,4.11,2005
3d6o,4.11,2009
3oyw,4.11,2010
3v4t,4.11,2012
4ih5,4.11,2013
5dnu,4.11,2016
5e6o,4.11,2016
5fnc,4.11,2016
3a1d,4.12,2009
3ivc,4.12,2009
3mam,4.12,2011
4de2,4.12,2012
4kxb,4.12,2013
4qfn,4.12,2015
4whs,4.12,2014
4zow,4.12,2015
6cvv,4.12,2018
3ozt,4.13,2011
3qto,4.13,2012
4ovf,4.13,2014
4yc0,4.13,2015
4i7m,4.14,2013
4ibi,4.14,2014
5dq8,4.14,2015
5lvq,4.14,2016
1m2x,4.15,2003
1q91,4.15,2004
2v2q,4.15,2007
2vt3,4.15,2008
2xg9,4.15,2010
3a9i,4.15,2009
3d51,4.15,2008
3sur,4.15,2012
3sus,4.15,2012
4abh,4.15,2012
4cr5,4.15,2015
4ibe,4.15,2014
4kz4,4.15,2014
5aan,4.15,2017
3si3,4.16,2012
4jkw,4.16,2013
5fyx,4.16,2017
5ito,4.16,2016
1v2s,4.17,2004
3qfd,4.17,2011
4oma,4.17,2014
5bw4,4.17,2016
5ldp,4.17,2017
3q2j,4.18,2011
5vgy,4.18,2017
6dy7,4.18,2019
1hi3,4.19,2001
3b3w,4.19,2007
3cft,4.19,2009
3sv2,4.19,2012
4n9a,4.19,2013
4nra,4.19,2013
4q83,4.19,2015
1c5y,4.20,2000
1c87,4.20,2000
1ghw,4.20,2002
3djp,4.20,2009
3qx5,4.20,2012
5fcz,4.20,2016
5ot8,4.20,2017
1odi,4.21,2003
1qk4,4.21,1999
4bqs,4.21,2013
4u6w,4.21,2015
5n99,4.21,2017
5ti0,4.21,2017
5wbo,4.21,2017
1kv5,4.22,2002
1pzi,4.22,2004
1t5f,4.22,2005
1ua4,4.22,2004
3f80,4.22,2008
3kyq,4.22,2010
4gny,4.22,2013
4mo4,4.22,2014
4oak,4.22,2014
5kh3,4.22,2016
2jke,4.23,2008
2jkp,4.23,2008
3zqe,4.23,2011
4qfp,4.23,2015
5fnr,4.23,2016
2bes,4.24,2004
3h78,4.24,2009
5csp,4.24,2016
5e13,4.24,2015
5f8y,4.24,2016
5oh2,4.24,2018
5u0w,4.24,2017
5uff,4.24,2017
5ut6,4.24,2017
1li3,4.25,2002
5b2d,4.25,2016
5ei3,4.25,2016
5km9,4.25,2017
6d1j,4.25,2019
6dys,4.25,2019
6mdu,4.25,2019
2qrk,4.26,2007
3qwc,4.26,2012
4r0a,4.26,2015
4u69,4.26,2015
5f9b,4.26,2016
6gnm,4.26,2018
1m5w,4.27,2003
4qfo,4.27,2015
5mgf,4.27,2017
6hh5,4.27,2018
2vzr,4.28,2009
3f5j,4.28,2009
3gta,4.28,2010
3jrs,4.28,2009
4ufj,4.28,2015
5f2r,4.28,2016
5l4j,4.28,2016
1e2l,4.29,2000
1v2l,4.29,2004
2wuf,4.29,2009
4i3z,4.29,2012
5mgj,4.29,2017
1a30,4.30,1998
1amk,4.30,1997
1det,4.30,1996
1w3k,4.30,2004
2cli,4.30,2007
3ivg,4.30,2009
3t0b,4.30,2012
3upk,4.30,2012
4eoh,4.30,2012
4ibk,4.30,2014
4k7o,4.30,2014
4o61,4.30,2014
4zme,4.30,2015
5ewy,4.30,2016
5jgi,4.30,2017
6fuj,4.30,2018
6q4g,4.30,2019
1ajq,4.31,1997
2tpi,4.31,1982
4kow,4.31,2013
6ajr,4.31,2019
6f20,4.31,2018
6ior,4.31,2019
2ha6,4.32,2006
2qtt,4.32,2008
4q7p,4.32,2015
4rsk,4.32,1998
4u43,4.32,2014
4ucc,4.32,2015
5m28,4.32,2017
6jad,4.32,2019
1olx,4.33,2003
4ibj,4.33,2014
4zcs,4.33,2016
6czb,4.33,2018
6exj,4.33,2018
6g29,4.33,2019
1e3v,4.34,2001
1z6s,4.34,2005
5n3v,4.34,2017
6ajz,4.34,2019
1ghv,4.35,2002
1sv3,4.35,2004
1yfz,4.35,2005
4owv,4.35,2014
5ka7,4.35,2017
6d1a,4.35,2019
6r1a,4.35,2019
1dy4,4.36,2000
2ez7,4.36,2006
4nbn,4.36,2013
1td7,4.37,2004
4gu9,4.37,2013
5oh7,4.37,2018
6qi4,4.37,2019
1bhf,4.38,1998
3b24,4.38,2011
3u9q,4.38,2011
6hgj,4.38,2019
6mla,4.38,2019
6o5u,4.38,2019
2avq,4.39,2006
2hjb,4.39,2007
3djo,4.39,2009
4zt8,4.39,2015
5orh,4.39,2018
5zni,4.39,2019
1p57,4.40,2004
2pwd,4.40,2007
3wgg,4.40,2014
4abd,4.40,2012
4dy6,4.40,2012
4omk,4.40,2015
4pp0,4.40,2014
5uv2,4.40,2017
1no6,4.41,2003
1olu,4.41,2003
2csn,4.41,1996
3rsx,4.41,2011
3uxd,4.41,2012
4exs,4.41,2012
4ou3,4.41,2014
5e74,4.41,2015
5ka9,4.41,2017
1tjp,4.42,2005
3dri,4.42,2009
4cc5,4.42,2014
4ek9,4.42,2012
4q7s,4.42,2015
6h8s,4.42,2018
2pu2,4.43,2008
2we3,4.43,2009
2wyf,4.43,2010
3kqr,4.43,2010
4axd,4.43,2012
4dsy,4.43,2012
4ibf,4.43,2014
4jpy,4.43,2013
4kcx,4.43,2013
4qf9,4.43,2015
4ykj,4.43,2015
4zw5,4.43,2016
5f2p,4.43,2016
5g4o,4.43,2016
5h5f,4.43,2017
5kad,4.43,2017
2amt,4.44,2006
3u81,4.44,2012
5azf,4.44,2015
5d6j,4.44,2016
6np4,4.44,2019
6ppy,4.44,2019
2wbg,4.45,2009
6q3q,4.45,2018
4gki,4.46,2012
4i8n,4.46,2012
5c3p,4.46,2015
5dpx,4.46,2017
5jox,4.46,2016
6fui,4.46,2018
2r2w,4.47,2007
3hl5,4.47,2009
4cu8,4.47,2014
6d1d,4.47,2019
6d1g,4.47,2019
6f05,4.47,2018
1jaq,4.48,1996
1qan,4.48,2000
2ogy,4.48,2007
3p17,4.48,2011
3t01,4.48,2011
4dhl,4.48,2012
4oks,4.48,2014
5ka1,4.48,2017
5ovv,4.48,2018
5tya,4.48,2017
6d15,4.48,2019
1hi4,4.49,2001
1j14,4.49,2002
1o7o,4.49,2003
3hl8,4.49,2010
3kmy,4.49,2010
4cwf,4.49,2014
5isz,4.49,2017
5t19,4.49,2017
6b7a,4.49,2017
3sw8,4.50,2011
5ovx,4.50,2017
5yl2,4.50,2018
6jag,4.50,2019
1gi7,4.51,2002
2r1y,4.51,2008
3aas,4.51,2010
3uug,4.51,2012
4abb,4.51,2012
4g90,4.51,2012
6nu1,4.51,2019
6qlq,4.51,2019
1ctt,4.52,1995
1mrn,4.52,2003
1z4o,4.52,2005
2a4m,4.52,2005
2ra6,4.52,2007
2wm0,4.52,2010
3bzf,4.52,2008
3gy7,4.52,2010
3r6u,4.52,2011
4gzw,4.52,2012
4trc,4.52,2014
5o1f,4.52,2018
5vh0,4.52,2018
6nco,4.52,2019
6p88,4.52,2019
3h30,4.53,2009
6i11,4.53,2019
1amw,4.54,1998
1b2h,4.54,1998
1lyx,4.54,2003
1szd,4.54,2004
2zz1,4.54,2009
2zz2,4.54,2009
3iub,4.54,2009
4b76,4.54,2012
5etb,4.54,2016
5u0d,4.54,2017
6p5o,4.54,2019
6pga,4.54,2019
6pid,4.54,2019
3b2q,4.55,2008
3djv,4.55,2009
3p8p,4.55,2010
3ppq,4.55,2011
3rr4,4.55,2012
3suv,4.55,2012
4myd,4.55,2014
5c2o,4.55,2016
5oh4,4.55,2018
5oss,4.55,2018
6edr,4.55,2018
6gnp,4.55,2018
4x3k,4.56,2015
5ost,4.56,2018
4fp1,4.57,2013
4or4,4.57,2015
4yrd,4.57,2015
5ko5,4.57,2017
5ovr,4.57,2017
6np5,4.57,2019
4bi7,4.58,2013
5j7q,4.58,2016
5u0g,4.58,2017
1bma,4.59,1995
2ihj,4.59,2007
2jiw,4.59,2007
3hp9,4.59,2010
3ujc,4.59,2011
4c6u,4.59,2013
4g8y,4.59,2012
5k9w,4.59,2017
6fnq,4.59,2018
1pa9,4.60,2003
1tx7,4.60,2005
1u33,4.60,2004
1upf,4.60,1999
2pyy,4.60,2008
2v54,4.60,2008
2vb8,4.60,2007
2vba,4.60,2007
2wlz,4.60,2010
2x0y,4.60,2010
3d7k,4.60,2008
3vhk,4.60,2012
4bc5,4.60,2012
4jal,4.60,2013
4p58,4.60,2014
6n5x,4.60,2019
6p87,4.60,2019
6pgb,4.60,2019
6qe0,4.60,2019
2bo4,4.61,2005
3lgs,4.61,2010
4io4,4.61,2013
4ocq,4.61,2014
5ulp,4.61,2017
6eq1,4.61,2018
1f4f,4.62,2000
2a5c,4.62,2006
2f6t,4.62,2005
2xm2,4.62,2011
3f5k,4.62,2009
3tk2,4.62,2012
3u90,4.62,2012
3umq,4.62,2012
4abf,4.62,2012
4ad3,4.62,2012
4ynl,4.62,2015
5jgq,4.62,2017
6f1j,4.62,2018
3uj9,4.63,2011
4hzm,4.63,2013
5ji8,4.63,2016
5n34,4.63,2017
4psb,4.64,2014
5e73,4.64,2015
5jhk,4.64,2017
6qlu,4.64,2019
3qtv,4.65,2012
4q93,4.65,2014
4w9c,4.65,2014
6b98,4.65,2017
1bzj,4.66,1999
1h4w,4.66,2002
1m1b,4.66,2002
2ca8,4.66,2006
2ha2,4.66,2006
3ddf,4.66,2008
3mss,4.66,2010
4tt2,4.66,2014
5j1r,4.66,2017
5o1d,4.66,2018
6ezq,4.66,2017
6g2c,4.66,2019
6ooy,4.66,2019
6pg7,4.66,2019
6qln,4.66,2019
3vw1,4.67,2013
4gkh,4.67,2012
4nku,4.67,2013
5jsq,4.67,2016
1c5p,4.68,2000
1wn6,4.68,2005
2nsl,4.68,2007
2uy4,4.68,2007
2ypo,4.68,2013
3g35,4.68,2009
4lar,4.68,2013
4ymg,4.68,2015
5a5q,4.68,2015
5aoj,4.68,2015
5eq1,4.68,2016
5fe9,4.68,2016
5k1d,4.68,2017
5kab,4.68,2017
6bm6,4.68,2018
6ift,4.68,2019
2rio,4.69,2008
3ujd,4.69,2011
4agp,4.69,2012
4mgd,4.69,2014
4tpw,4.69,2014
6mg5,4.69,2019
1c5n,4.70,2000
1c86,4.70,2000
2cex,4.70,2006
2dw7,4.70,2006
2fu8,4.70,2007
2i2c,4.70,2007
3kiv,4.70,1999
3nkk,4.70,2010
3suw,4.70,2012
4j7d,4.70,2013
4j93,4.70,2013
4luz,4.70,2013
4lzr,4.70,2014
5h85,4.70,2017
5wbm,4.70,2017
6fba,4.70,2018
6gj6,4.70,2019
6jbe,4.70,2019
6p86,4.70,2019
6r13,4.70,2019
1v2t,4.71,2004
4ljh,4.71,2013
4yb5,4.71,2016
5his,4.71,2016
5kma,4.71,2017
5otc,4.71,2017
6evn,4.71,2018
6ueg,4.71,2019
184l,4.72,1995
1vso,4.72,2007
3ebo,4.72,2009
3f6g,4.72,2009
4zw7,4.72,2016
5hjq,4.72,2016
6qqw,4.72,2019
1v2o,4.73,2004
4ayu,4.73,2013
5gmn,4.73,2017
1bty,4.74,1995
1w4p,4.74,2005
2e2p,4.74,2007
4ih6,4.74,2013
4jxs,4.74,2014
4kyk,4.74,2013
5k03,4.74,2016
5ov8,4.74,2018
6eq5,4.74,2018
6szp,4.74,2019
6t1j,4.74,2019
3nim,4.75,2010
3vw2,4.75,2013
1q8t,4.76,2003
3acw,4.76,2010
3o5n,4.76,2011
4wop,4.76,2015
5lne,4.76,2016
1str,4.77,1996
2afw,4.77,2005
2b4l,4.77,2006
3d50,4.77,2008
3iqu,4.77,2010
3rm9,4.77,2011
4kax,4.77,2013
4uoh,4.77,2014
5iyy,4.77,2017
5mkr,4.77,2017
5mks,4.77,2017
