pdbid,-logKd/Ki,release_year
4mo8,8.0,2013
4zw7,4.72,2016
3npc,8.34,2010
3ebh,6.32,2009
6udi,10.0,2019
4rlu,4.82,2015
3sus,4.15,2012
6pvw,6.32,2019
6p88,4.52,2019
5laq,9.2,2018
2vo4,4.94,2008
3cj2,4.85,2008
4kp5,6.08,2013
6iht,5.21,2019
1w96,8.41,2005
6qgg,6.3,2019
5hbs,7.73,2016
5e2r,7.06,2015
3ta1,3.25,2011
1dzk,6.1,2000
5wbo,4.21,2017
3bwj,6.5,2009
5hz8,6.4,2016
3zq9,6.02,2011
5e2p,8.8,2015
2i19,7.8,2006
5d25,6.3,2016
5ivv,6.35,2016
6hly,7.33,2018
3pd9,6.22,2010
6h2z,9.3,2018
4o61,4.3,2014
1a4w,5.92,1998
4del,7.68,2013
4zek,5.66,2015
6g9u,6.43,2018
6qqz,6.74,2019
6dil,8.12,2018
3po1,4.02,2011
2q8h,3.0,2007
3q44,6.31,2011
4bam,8.94,2013
6dgr,4.91,2019
6ayt,8.85,2018
4xu0,9.11,2015
4x8v,6.89,2015
1dud,4.82,1996
1uj5,3.05,2004
4n6z,7.8,2013
1s19,9.51,2004
1fkb,9.7,1993
2j27,3.52,2007
1xh9,7.77,2005
2p3i,3.48,2008
4btk,6.62,2013
6cze,4.03,2018
5gmn,4.73,2017
5vd2,7.1,2017
3ouj,6.05,2010
5cau,8.8,2015
1tmn,7.3,1989
1v1m,3.94,2004
5cap,7.28,2015
4cst,8.89,2015
4q09,8.17,2015
6elo,6.29,2018
3czv,7.8,2008
3ioe,3.27,2009
3uzj,5.55,2012
2c80,5.33,2006
2x2r,7.12,2011
1sln,6.64,1996
1m5w,4.27,2003
1xh5,5.47,2005
4qf8,7.51,2014
2zc9,6.74,2008
2h3e,5.7,2006
4j46,5.28,2013
1ec3,9.04,2002
1ew8,2.26,2002
5hva,7.07,2016
1bnn,10.0,1999
2ihq,8.49,2006
2xeg,10.7,2010
4hbm,7.92,2012
4l50,6.06,2013
6k3l,7.22,2019
5obg,7.13,2018
5z7j,6.6,2018
3k4q,5.34,2010
4ndu,2.74,2014
1j16,3.84,2002
1f8d,3.4,2001
4mdn,6.22,2013
4g95,7.61,2014
2jh0,8.7,2007
2idw,8.89,2006
5izj,11.52,2016
2r2m,7.33,2008
3sxf,8.6,2012
4nkt,5.97,2013
1ogz,5.85,2003
4iwz,7.29,2013
1y3p,4.82,2005
3zj6,6.66,2014
4i8z,11.05,2013
2hb3,11.35,2006
3t0b,4.3,2012
4kyh,5.92,2013
6rfn,6.7,2019
6fh3,3.07,2019
3cyz,7.22,2009
3q6z,3.72,2011
6e6m,5.75,2019
3k4d,5.11,2010
5z66,6.69,2019
4uac,6.54,2014
6d5g,6.6,2018
4ufh,6.42,2015
2vc9,8.44,2008
5h85,4.7,2017
1mjj,8.74,2003
3hzv,6.52,2010
6ueg,4.71,2019
4ymb,6.21,2015
1v2s,4.17,2004
4yc0,4.13,2015
3lk8,7.71,2010
1bnu,9.7,1999
5vij,7.61,2017
6jav,5.76,2019
3rlb,9.92,2011
6b96,7.84,2017
5lyn,5.04,2017
1lnm,8.7,2003
4pb2,4.8,2014
5fe9,4.68,2016
4cl6,5.39,2015
3f34,3.16,2009
5t9u,7.6,2017
4zl4,7.86,2015
4lyw,6.63,2014
2evl,6.7,2006
4hdb,8.05,2013
6guk,6.15,2018
4jym,5.04,2013
6c7q,9.15,2018
3ibn,7.61,2009
3vh9,6.24,2012
6np2,6.8,2019
5lny,7.38,2017
5fou,3.95,2016
5ymx,6.92,2018
4bak,8.91,2013
1c5x,6.68,2000
2aoc,4.89,2006
1oif,7.72,2003
2vwm,7.03,2009
2p3c,7.62,2007
3cow,6.9,2008
1y20,5.32,2005
5msb,7.46,2018
4ahu,2.27,2012
4omk,4.4,2015
1swr,6.92,1999
2exm,4.11,2005
6fe0,6.48,2018
5nk7,6.33,2017
3el9,8.4,2009
6udv,10.29,2019
1my4,6.98,2003
4qij,5.54,2014
5xvg,8.05,2018
4y3j,2.17,2016
5eng,5.85,2016
4ahs,2.19,2012
5g2b,7.0,2017
3nu4,8.82,2010
6iiu,7.96,2018
1qxl,7.96,2004
6cvf,6.35,2018
6im4,7.4,2019
4k6i,6.2,2013
4kif,4.84,2014
1om1,6.77,2004
6msy,7.0,2018
2vwc,6.62,2008
4o05,7.43,2014
2e27,9.35,2007
4muv,5.76,2014
1gj6,7.0,2002
5ny1,6.44,2018
4fl1,3.28,2012
5his,4.71,2016
3lmk,5.94,2010
5wcm,4.0,2017
5nk8,6.64,2017
2xda,6.22,2010
2qwb,2.74,1998
4oc5,7.07,2014
4qf7,8.6,2014
1bn3,9.89,1999
1hpv,9.22,1995
4qnb,6.59,2014
2azr,3.64,2005
3zns,7.41,2013
5f62,8.17,2017
3b50,7.55,2007
4ykk,2.77,2015
5w2s,7.33,2018
1kug,3.8,2002
1hos,8.55,1993
5vc4,7.36,2017
4dq2,7.52,2012
1gwv,2.57,2003
2ans,5.92,1999
1bnq,9.49,1999
2xye,8.34,2011
3hkq,5.34,2009
4o0y,7.22,2014
5ehr,7.14,2016
3b3c,3.98,2007
3vx3,7.82,2013
1e3g,9.0,2001
3n3j,8.48,2011
3o5x,5.28,2010
4uc5,5.48,2015
3hit,8.19,2009
1bxo,10.0,1998
5yqx,6.96,2018
3h1x,5.89,2009
6i13,5.12,2019
5fbi,2.8,2016
1laf,7.85,1995
5n2z,5.31,2017
2zz1,4.54,2009
4ymq,5.8,2015
2bq7,7.05,2006
2v54,4.6,2008
4isi,8.14,2013
6evr,8.06,2018
1v7a,8.01,2004
5u4b,5.74,2017
1e4h,8.41,2000
6fa4,7.29,2018
2pwc,6.57,2008
3u8j,8.51,2011
3sjf,7.64,2011
5fh7,6.86,2016
6qi4,4.37,2019
4xty,9.21,2015
1g35,8.14,2001
5e2k,8.03,2016
4r4o,5.82,2014
4b74,7.66,2012
3a1c,4.0,2009
5efc,4.85,2015
6gnp,4.55,2018
6fv4,2.92,2018
1q65,5.46,2004
4av4,7.03,2012
4ts1,4.94,1989
4hf4,8.62,2012
4qll,3.38,2015
5om3,4.1,2018
2ygf,5.09,2011
6r8l,6.17,2019
2jh6,7.77,2007
2fqt,6.14,2006
5tt3,6.71,2017
4ayp,6.12,2013
6st0,5.13,2019
6evn,4.71,2018
2qi1,7.3,2008
3zdv,5.48,2013
5o1h,4.85,2018
6dak,5.14,2018
4ibj,4.33,2014
1wm1,6.3,2004
5d0c,5.63,2016
5dq8,4.14,2015
1x1z,11.06,2005
1v2n,5.9,2004
2xei,10.62,2010
3kgt,5.51,2010
3ljo,6.62,2010
4io5,5.03,2013
5g17,6.7,2017
6fag,6.59,2018
3qkd,8.38,2011
4mr6,6.6,2013
3lq2,5.22,2010
5jgi,4.3,2017
1uwu,5.98,2004
2dw7,4.7,2006
3kdc,9.28,2010
3iub,4.54,2009
3exe,6.96,2008
3bgq,7.96,2007
6fe1,8.48,2018
1o2q,7.68,2003
4rqv,5.05,2014
2ihj,4.59,2007
6eq1,4.61,2018
2x4z,8.57,2010
4cgi,3.12,2013
1t7d,6.03,2004
4en4,5.52,2012
6ftf,8.1,2019
4wop,4.76,2015
6f28,5.67,2018
2r1y,4.51,2008
6k04,8.04,2019
4tln,3.72,1982
5ufs,8.49,2017
5u0d,4.54,2017
1nl9,5.96,2003
3t08,3.04,2012
3bgc,5.02,2008
1yqj,8.14,2005
6qqw,4.72,2019
2b7d,8.7,2006
2pq9,8.11,2008
3i9g,8.96,2009
1b6h,7.82,1998
4ezz,5.19,2013
3lxk,9.8,2010
1e2k,4.94,2000
5mpz,4.07,2017
5b5g,5.25,2017
3wvm,5.71,2015
2qi7,10.21,2008
6g14,5.49,2018
5f08,5.52,2016
4e4n,9.05,2012
6g3v,6.04,2018
1met,9.4,1998
3m35,7.22,2010
5j8z,8.3,2016
3bva,6.52,2008
1xug,7.05,1998
6f05,4.47,2018
4qfp,4.23,2015
3v2n,6.1,2013
5l4m,5.34,2016
2xbx,7.82,2010
4fxp,4.09,2012
4lhv,10.0,2013
3mmf,7.43,2011
4n7u,6.29,2014
6pvv,5.85,2019
3uj9,4.63,2011
5jhk,4.64,2017
5nxo,8.31,2018
5ct2,2.92,2015
1k4h,5.11,2002
1nje,3.8,1996
3d6p,3.75,2009
2ya8,5.75,2011
2hzl,6.57,2007
1fl3,6.8,2000
6c2r,9.1,2019
3bug,3.18,2008
3gx0,3.48,2009
1w3j,6.32,2004
1txr,7.74,2004
3mi2,7.77,2010
4whs,4.12,2014
4cwt,6.75,2014
2gvv,3.9,2006
3b24,4.38,2011
1fh9,6.43,2000
1trd,5.4,1993
5nz4,6.28,2018
1g2o,10.55,2001
4rfd,8.05,2015
1zfq,7.52,2006
5ioz,4.96,2017
5egu,5.85,2016
2qbu,6.19,2008
2gkl,5.35,2007
3t64,6.7,2012
1bq4,5.22,1998
3ps1,10.17,2011
2ovv,7.92,2007
3mho,6.49,2010
5jfu,8.07,2016
6qlp,5.28,2019
4bup,4.95,2013
4oc0,6.5,2014
6o0k,10.74,2019
4wkn,9.72,2015
3si3,4.16,2012
5sym,6.55,2016
3vje,8.01,2012
4abd,4.4,2012
1fv0,5.93,2002
1bm7,7.52,1998
5e2o,8.7,2015
6o9c,7.55,2019
4ynl,4.62,2015
2jkp,4.23,2008
6e4a,7.36,2018
3p4v,5.1,2011
6dyv,10.59,2019
1xws,8.0,2004
6ezq,4.66,2017
3ljg,7.73,2010
6ggf,5.39,2019
4nj9,6.97,2014
4r5t,6.1,2014
3wz7,5.74,2015
4xo8,8.96,2016
2nsj,4.79,2007
2e7f,6.1,2007
2jg0,7.82,2007
1m83,3.4,2002
2j7g,7.0,2006
1n51,4.85,2003
2q64,8.52,2008
2r5a,2.6,2007
6jtc,5.07,2019
3su2,7.35,2012
4bcs,6.99,2013
1qy2,5.74,2004
1dif,10.66,1996
3lpk,9.1,2010
1i2s,3.31,2002
1y3x,5.14,2005
4zwz,8.7,2015
4egk,7.72,2012
4std,10.33,1999
5jxn,6.41,2016
6i5g,4.89,2019
4hdf,8.49,2013
4q93,4.65,2014
3gqz,2.17,2009
3t1m,3.04,2011
4rsk,4.32,1998
3zsq,4.96,2012
3t82,7.0,2011
4i74,6.72,2013
3wtl,7.04,2015
4hwp,7.76,2013
3p17,4.48,2011
3nsn,7.19,2010
1rpj,6.48,1999
5uxf,7.06,2017
1qxk,5.05,2003
4bf6,8.35,2014
3d6o,4.11,2009
3d0e,8.4,2008
1m7y,10.96,2002
4p3h,6.0,2014
1i5r,8.52,2003
5ma7,3.47,2017
3ru1,4.85,2011
1ik4,7.41,2001
2xdk,3.6,2010
2hl4,7.64,2007
1hmr,6.55,1995
4ufl,2.64,2015
1gvw,6.96,2002
5g4o,4.43,2016
6dj5,8.14,2018
5kr1,9.49,2016
1o36,5.96,2003
2v2q,4.15,2007
4q4p,6.39,2014
3t2q,3.66,2012
1v2k,6.19,2004
5wa9,6.76,2017
5oss,4.55,2018
3r24,5.25,2011
5n1z,8.19,2017
4b9k,6.17,2012
3ebi,7.1,2009
2p7a,6.1,2008
4je8,5.21,2014
4avj,7.44,2012
4or6,5.31,2015
5fns,5.4,2016
3vw2,4.75,2013
2usn,6.51,1998
3upk,4.3,2012
5jg1,8.72,2016
2r75,6.15,2008
1qbr,10.57,1997
2o4k,10.46,2006
5mks,4.77,2017
4ovf,4.13,2014
4djx,7.23,2012
2fpz,3.96,2006
3uz5,7.22,2012
3dri,4.42,2009
5i3a,5.05,2016
6i11,4.53,2019
1g3e,5.38,2001
5flt,2.89,2016
4xtv,9.27,2015
3pwd,6.66,2011
3a6t,7.28,2009
6std,8.64,1999
3h8b,6.29,2009
5fe7,3.31,2016
4m2u,8.04,2013
6p86,4.7,2019
6ftz,3.0,2018
2qd7,9.1,2008
6hd6,5.7,2018
3zi8,5.66,2013
5nvx,7.05,2017
3l4x,6.89,2010
1fzo,7.89,2001
6phx,3.32,2019
3ao2,3.77,2011
1nm6,10.05,2003
6bbx,6.67,2018
3rux,9.28,2011
1jyq,8.7,2002
3f33,3.34,2009
1phw,3.3,2004
2boh,8.52,2006
3x00,9.08,2015
4poj,8.1,2014
5f2r,4.28,2016
6oja,9.7,2019
1fzq,7.62,2000
1cny,7.85,1995
6o5t,6.5,2019
4c1t,7.15,2013
6d50,5.05,2018
1m2x,4.15,2003
2fzk,3.6,2006
4ffs,10.44,2012
1g52,9.54,2000
2rfh,6.82,2008
4knn,7.78,2013
4kxn,6.1,2014
2pqb,7.2,2008
1i9n,8.66,2001
1xka,6.88,1999
4lxz,6.74,2013
6qau,7.48,2019
2cer,9.22,2006
4phu,7.92,2014
3r17,6.41,2011
4k0y,7.82,2013
3gjw,8.3,2010
2p95,9.37,2007
4ca7,7.36,2013
2cej,8.62,2007
2j7e,7.32,2006
5llo,9.4,2017
3s2v,6.8,2011
1zhy,6.52,2005
2nsl,4.68,2007
3d4y,5.7,2008
4oma,4.17,2014
4na9,7.39,2014
4i54,6.96,2013
2qi6,10.57,2008
6en5,7.94,2017
1yej,7.46,1999
4km2,5.84,2013
5yfs,4.86,2018
2zjw,7.7,2009
5xmx,7.24,2018
2w8y,9.09,2009
1qji,4.85,2000
1q84,11.05,2004
4itp,7.27,2014
5kr2,8.48,2016
1k1o,6.17,2001
3f5k,4.62,2009
4oeu,7.66,2014
4ih3,4.82,2014
5h5f,4.43,2017
3vhk,4.6,2012
4l2l,5.7,2014
4q6e,6.18,2014
4gq4,7.66,2012
4gql,9.59,2013
2i4u,11.57,2007
4d4d,5.96,2015
5nw1,6.6,2017
5j6m,8.57,2017
3v2q,6.29,2013
5zvw,8.62,2018
3fat,7.64,2008
4ovh,4.85,2014
3tvc,7.74,2012
1mfi,5.59,1999
4b2l,3.24,2013
6o94,8.74,2019
3gbe,5.0,2009
1zp8,8.77,2005
6hrq,7.09,2018
2q6f,5.44,2008
3g2y,2.0,2009
2pym,6.82,2008
1jq8,6.0,2002
1rnm,3.07,1996
2ot1,4.0,2007
5cc2,4.1,2015
6ml9,5.3,2019
1hvr,9.51,1995
5i3w,9.22,2016
3suv,4.55,2012
3r4p,7.96,2011
4dsy,4.43,2012
2gv6,7.34,2006
1hvl,9.95,1994
1nfu,7.74,2003
4cu8,4.47,2014
4elh,8.09,2013
3ldq,5.36,2011
2gss,4.94,1997
3uxk,4.93,2012
2pvu,6.31,2008
5tcy,7.66,2017
4d1j,6.31,2014
1nfw,8.96,2003
2f8g,8.7,2006
4b7p,9.46,2013
4br3,5.72,2013
4kb9,11.0,2013
2wzm,5.22,2010
3qfy,6.12,2011
5eei,9.22,2016
1ecv,4.85,2000
5fdc,7.46,2016
3f15,8.1,2008
1elb,7.15,1994
1lhu,8.83,2002
6cpa,11.52,1991
2wr8,5.44,2009
4app,7.19,2012
4wov,7.14,2015
5jvi,6.51,2016
1xk9,6.85,2005
3kr4,7.6,2010
3w07,3.38,2013
3d8w,8.15,2009
1x8j,6.96,2005
6gnw,4.99,2018
3pe1,9.65,2011
5sz0,9.1,2016
1lpz,7.6,2003
3hs4,8.0,2009
5hu9,7.62,2016
2qwc,3.55,1998
6ayi,6.68,2017
5vp9,8.99,2017
4azc,5.86,2013
4mjp,3.88,2013
5j7q,4.58,2016
4b0b,3.33,2012
3pcg,2.3,1998
1fkg,8.0,1994
5egm,8.62,2015
2h21,6.54,2006
1w4p,4.74,2005
1bzj,4.66,1999
6g0z,5.32,2018
5fso,6.09,2017
4xip,6.63,2015
5azf,4.44,2015
3fuc,9.72,2009
4aci,2.22,2012
3ppp,5.22,2011
4h3g,8.22,2012
1ajq,4.31,1997
6gl8,8.61,2018
3td4,5.66,2011
5f63,7.92,2017
4aq6,4.8,2013
4avs,3.49,2013
1bma,4.59,1995
1ec2,10.0,2002
3i6o,10.35,2009
6pga,4.54,2019
1w5v,8.15,2004
5n99,4.21,2017
5a6x,6.69,2016
1x39,9.22,2005
1xbo,6.04,2004
3f70,4.85,2009
1zpa,8.4,2005
1o3l,6.54,2003
6eqx,10.47,2018
1sdv,8.74,2004
5e74,4.41,2015
5o9o,4.89,2018
6q3z,7.36,2019
1nw4,9.07,2004
3sw8,4.5,2011
3f1a,7.21,2008
3mof,3.07,2010
3fv3,9.52,2009
5wal,8.77,2017
6n3w,5.81,2019
2hmu,7.7,2006
4gue,5.24,2013
3s5y,7.41,2012
4xmb,7.36,2015
1ghz,4.8,2002
5aa9,8.19,2016
4ido,4.93,2013
2uy4,4.68,2007
3gs6,6.59,2009
4q4o,7.46,2014
6ne5,10.52,2019
5mwh,5.74,2018
2vmc,2.94,2008
1ork,8.81,1999
1fjs,9.96,2000
6ets,5.64,2019
3ozj,5.11,2011
1k6c,7.48,2002
5eek,9.1,2016
1ypj,7.02,2006
3vha,7.4,2012
2sim,3.42,1994
3imc,2.96,2009
1jmg,6.07,1998
3vjc,7.72,2012
6b98,4.65,2017
1pb9,3.62,2003
4qfn,4.12,2015
5uv2,4.4,2017
2qhy,7.48,2008
4q1w,11.7,2015
5o9y,5.34,2018
5t8o,6.51,2017
3old,5.9,2011
4dfg,11.74,2012
1zsf,9.92,2006
4efs,8.6,2012
2whp,4.0,2009
4hu1,7.54,2013
2uwp,6.81,2007
4kfq,8.23,2013
6qqv,4.92,2019
4uja,9.05,2016
3b4p,5.4,2008
5ahw,5.17,2015
4ck3,3.57,2014
3lpl,5.62,2010
3c56,7.89,2008
1bxr,3.4,1999
6qln,4.66,2019
3dx3,6.52,2009
5j82,6.0,2017
3nq3,3.78,2010
6dh8,9.84,2018
1r1j,8.64,2004
2isw,7.43,2006
4rak,7.85,2014
3ocp,7.57,2011
3b67,8.85,2008
1hn4,3.82,2001
5llp,9.24,2017
4x5z,7.63,2015
5am7,7.19,2015
4kqp,6.05,2013
2ydw,7.34,2011
2zx8,9.64,2009
3k99,7.22,2010
6d16,5.08,2019
4q4s,6.95,2014
6mji,7.29,2019
4b9z,4.09,2012
2buv,4.0,2006
1tkb,8.0,1994
2rke,4.08,2008
4ajl,3.8,2012
3ies,9.92,2010
2qi5,10.85,2008
6nyv,6.51,2019
2wej,6.08,2009
1a4k,8.0,1998
2ewb,6.1,2006
2ra6,4.52,2007
3fwv,5.64,2009
4q0k,4.87,2014
5edb,7.0,2016
1hvk,10.96,1994
4erf,9.4,2012
3own,7.47,2010
6cjs,9.7,2019
5d0r,6.37,2016
1tnh,3.37,1994
5lom,7.13,2016
6qi7,6.46,2019
3ovn,2.55,2011
2aod,5.66,2006
4gg7,8.2,2012
4ghi,7.09,2013
4few,5.21,2012
1ppi,5.01,1995
1h0a,5.44,2002
3sm2,9.7,2011
2hu6,3.81,2006
6exj,4.33,2018
1x8r,6.12,2005
1gi1,5.47,2002
6c0s,7.05,2018
6p9e,7.17,2019
4aji,3.55,2012
1g2l,7.24,2001
5btx,3.55,2015
6qr0,6.92,2019
1bju,4.8,1998
1uml,7.52,2004
3f19,7.19,2008
3pe2,9.76,2011
3lp4,4.88,2010
3liw,7.6,2010
6pu3,5.23,2019
3b7i,5.82,2007
1hee,5.34,2001
6sge,7.51,2019
2zwz,7.79,2009
3tfp,6.47,2012
1mrs,3.96,2003
1a28,8.29,1998
5vd3,5.55,2017
5vcw,5.96,2017
4agm,3.98,2012
1fkh,8.15,1994
1kzk,10.39,2002
4rrf,3.62,2015
1efy,8.22,2001
5yyf,6.48,2018
4yo8,10.52,2015
6g24,2.77,2019
6q3q,4.45,2018
3ip5,6.22,2010
1px4,3.23,2004
4w9k,6.54,2014
2ccc,7.76,2006
1f0s,7.74,2000
5mes,6.47,2017
1pot,5.49,1996
4z93,7.35,2015
5nyh,7.73,2018
4io7,3.68,2013
4hws,9.1,2013
5xg5,3.48,2017
1owe,6.2,2003
1dhi,7.26,1994
1ez9,5.1,2002
5ovv,4.48,2018
6mla,4.38,2019
3eax,4.92,2009
4qsu,2.0,2014
5n3v,4.34,2017
5sz4,9.7,2016
1mue,8.64,2004
4zo5,9.82,2015
5sz5,7.7,2016
5za9,6.74,2018
3k5x,6.41,2010
5vcz,6.35,2017
5eq1,4.68,2016
4djq,10.32,2012
4ab9,3.33,2012
3s71,8.64,2011
4c1y,3.6,2014
3eqr,8.7,2008
6dgl,5.52,2019
6uh0,6.07,2019
4cwp,6.77,2014
1fhd,6.82,2000
4lvt,10.36,2013
6gdy,5.46,2019
4fsl,7.7,2012
2bvr,3.7,2006
4cd4,6.58,2014
2wjg,7.1,2009
5tef,5.4,2016
2ogy,4.48,2007
1f4f,4.62,2000
5tp0,5.44,2017
1hps,9.22,1994
2fmb,8.7,1999
1v0k,5.1,2004
3bkl,6.17,2008
3l4u,7.52,2010
4jyt,7.4,2014
4ymx,7.1,2015
1m4h,9.52,2002
3gy7,4.52,2010
5lvd,2.62,2017
2r0z,5.47,2007
4etz,6.3,2012
2xef,9.84,2010
187l,3.37,1995
4aoi,8.4,2012
1hi5,4.04,2001
3c89,6.07,2008
1ax0,3.13,1998
5cqu,6.54,2015
3ahn,7.05,2010
1yda,6.55,1995
1ajp,2.23,1997
6eqp,5.96,2017
4cpw,7.5,2014
1hbv,6.37,1995
4us3,5.32,2014
5w44,6.44,2018
3s43,8.6,2012
2cgf,6.41,2006
6eij,5.77,2018
5eh7,3.48,2016
5t19,4.49,2017
4or4,4.57,2015
1jev,6.89,1997
4xit,7.27,2015
3f37,2.62,2009
6n7b,9.22,2019
6t1n,5.46,2019
3u5l,6.19,2011
2f7p,6.6,2006
1pyn,5.49,2003
1b55,7.4,1999
5hrx,5.29,2016
3suf,7.56,2012
4g0p,3.01,2012
4ybk,7.82,2016
5osl,3.43,2018
5uln,7.85,2017
1hii,7.28,1995
1hfs,8.7,1998
1azm,6.1,1994
3gy2,5.74,2010
6eif,6.98,2018
6htg,7.17,2018
1m1b,4.66,2002
1nq7,6.8,2003
6d19,6.61,2019
1xjd,9.48,2004
5wbm,4.7,2017
1bxq,7.38,1998
1ohr,8.7,1998
4pqa,5.55,2014
2fu8,4.7,2007
2j7d,7.13,2006
4cjp,3.32,2014
4riu,7.3,2015
4cp5,3.34,2015
5ot9,4.07,2017
5kma,4.71,2017
4r0a,4.26,2015
5o5a,4.77,2018
3dcc,8.96,2009
1qk3,5.15,1999
1b4z,5.23,1999
4tz2,3.46,2014
3mhm,7.0,2010
6hh5,4.27,2018
4q7p,4.32,2015
1b9j,5.96,1999
1w3l,6.28,2004
6css,7.6,2018
1g32,6.11,2001
4z1j,8.11,2015
3c2r,3.11,2008
3vd4,4.82,2012
5dh5,9.64,2016
6fcj,7.15,2019
6g25,3.52,2019
5mjn,8.54,2017
5zym,5.77,2019
6fs1,7.01,2018
1e1x,5.89,2001
6qmk,7.46,2019
1r0p,8.0,2003
2jiw,4.59,2007
5l9i,7.0,2016
3k00,5.77,2010
1qka,5.92,1999
3isj,3.68,2009
2vw2,3.3,2008
1ai7,4.09,1997
5ie1,6.85,2016
4exs,4.41,2012
6idb,6.4,2019
5lsh,3.39,2017
4lk7,5.04,2013
6ouv,5.55,2019
4asj,7.55,2012
3ubd,5.54,2012
1z6s,4.34,2005
4wrb,6.19,2015
5vb7,6.72,2017
3drg,7.0,2009
1oz0,7.7,2003
2wvz,4.02,2009
6gjn,6.22,2018
5el9,7.64,2016
6g2c,4.66,2019
5op5,6.67,2017
5cy9,6.66,2016
5f74,5.12,2016
2g5u,8.49,2006
3tkw,5.27,2012
1k27,9.0,2003
3mz6,7.2,2010
6mub,7.0,2018
3ewj,6.84,2008
2yi7,8.32,2012
4mre,2.19,2014
5drr,11.46,2016
5f1v,6.85,2016
6qr3,6.44,2019
6dyw,10.44,2019
6o0o,7.44,2019
1c5c,6.96,2000
4qgi,3.9,2014
3brn,8.7,2008
4x50,7.75,2015
1b38,6.6,1998
4b76,4.54,2012
3zze,8.89,2011
4jn2,11.68,2013
4dhl,4.48,2012
4o2c,8.0,2014
2yay,6.1,2011
1qb6,6.06,2000
2clh,4.06,2007
2r3t,5.85,2008
4x6m,8.24,2015
5eh8,3.1,2016
5vm0,8.8,2018
4i7j,3.32,2013
5wlo,10.82,2017
6i8t,5.75,2019
6ckr,7.3,2018
1o2r,5.21,2003
3gk1,4.1,2009
2pvh,6.59,2008
5ji8,4.63,2016
4kz4,4.15,2014
6dar,6.66,2018
1sqt,6.2,2004
2jke,4.23,2008
1n4h,6.55,2003
1ndy,6.17,2003
6prf,8.6,2019
2jew,6.69,2007
2qpu,3.6,2008
3pb8,5.24,2011
2bak,7.43,2005
5l9g,7.7,2016
6mlg,5.05,2019
4r76,7.85,2014
5jsg,4.85,2017
1lvu,5.32,2003
5sz2,8.7,2016
1aaq,8.4,1994
4yyt,6.38,2016
3v78,5.54,2012
4xu1,9.49,2015
5wxh,6.15,2017
3t60,6.7,2012
