pdbid,-logKd/Ki,release_year
3rz8,8.17,2011
3f8c,7.68,2008
2vvu,8.1,2009
4e0x,7.12,2012
6udt,10.0,2019
5dyo,10.21,2016
3cm2,6.47,2008
3uu1,5.2,2012
1f5l,5.28,2001
3s54,9.64,2012
6d17,4.82,2019
3c2r,3.11,2008
1s19,9.51,2004
2bvs,4.1,2006
4b7p,9.46,2013
5khm,8.3,2016
6i66,6.74,2019
3kiv,4.7,1999
2ha3,3.03,2006
4qij,5.54,2014
3sm2,9.7,2011
6cwn,6.65,2018
3ehx,7.6,2009
2vzr,4.28,2009
2f7p,6.6,2006
3cfn,5.0,2009
1wdn,6.3,1998
3cd5,7.9,2008
4r73,7.64,2015
6i5g,4.89,2019
5wgp,5.62,2018
3pwk,3.35,2012
3aho,7.05,2010
4ryd,11.26,2015
5izj,11.52,2016
5wqc,8.96,2017
6ml9,5.3,2019
4ygf,7.68,2015
5ymx,6.92,2018
2zjw,7.7,2009
5e89,7.85,2016
3l3m,8.22,2010
3g3r,6.48,2009
5ev8,5.22,2016
5dw2,5.84,2016
3t2w,7.46,2012
4djr,11.52,2012
4i72,9.05,2013
6ets,5.64,2019
1ghz,4.8,2002
6qln,4.66,2019
5vja,6.59,2018
1qan,4.48,2000
4dfg,11.74,2012
4gih,8.32,2013
3cda,7.58,2008
3s75,6.82,2011
5nih,6.87,2017
4h81,5.12,2013
6r8w,5.92,2019
3s78,6.47,2011
3a9i,4.15,2009
3m40,6.77,2010
4i7p,3.5,2013
6e23,10.0,2019
1pgp,5.7,1995
2aoc,4.89,2006
4mnp,7.34,2014
1d4y,11.1,1999
6ma2,5.39,2018
5vc4,7.36,2017
1lzq,8.39,2003
1xhy,6.18,2005
4l6t,7.49,2013
6ej3,5.93,2018
3vx3,7.82,2013
2bqv,8.05,2005
5vcz,6.35,2017
4qpl,7.41,2014
4ks4,7.14,2013
1b58,6.59,1999
5l4m,5.34,2016
1ydd,7.07,1995
1hos,8.55,1993
3ov1,5.2,2011
3usx,5.02,2012
1k6t,7.62,2002
1z4o,4.52,2005
4ruz,7.64,2015
6d5j,6.34,2018
2ceq,7.28,2006
1i9p,8.41,2001
4iue,6.55,2013
3u6h,9.0,2012
5vo1,8.15,2017
4ou3,4.41,2014
1pr5,3.92,2003
3fzy,6.74,2009
1pfu,2.72,2004
5ito,4.16,2016
2jxr,7.05,1997
3rlb,9.92,2011
1m0q,3.89,2002
3hkn,5.35,2009
5kqx,8.44,2016
4q3u,6.44,2014
6plf,6.67,2019
5nw1,6.6,2017
5cap,7.28,2015
6jag,4.5,2019
4cjp,3.32,2014
4zae,8.44,2015
4bcn,7.92,2013
3uw4,7.77,2012
6im4,7.4,2019
6mg5,4.69,2019
6b5q,8.24,2018
6eq3,6.15,2018
3axz,3.43,2011
2jgs,6.62,2008
3ppp,5.22,2011
6h34,9.3,2018
2y81,8.7,2011
4qsu,2.0,2014
1ecq,3.0,2000
4np9,5.03,2013
4ahs,2.19,2012
5d0r,6.37,2016
3q7q,5.65,2011
3ovn,2.55,2011
6s4n,6.79,2019
3qt6,5.37,2011
5efc,4.85,2015
2e92,6.89,2007
1dqn,8.0,2000
1yfz,4.35,2005
3suv,4.55,2012
6ey8,5.81,2018
1f57,5.64,2000
5y94,6.79,2018
3mf5,5.36,2010
4lm2,3.03,2014
1nfu,7.74,2003
3suf,7.56,2012
2uy0,6.92,2008
5nyh,7.73,2018
4xxh,5.0,2015
3ckb,2.98,2008
4cd5,6.71,2014
4ei4,8.74,2012
4tun,5.41,2014
1elr,4.96,2000
4lar,4.68,2013
7std,10.72,1999
4cl6,5.39,2015
3o9a,10.7,2011
5h5f,4.43,2017
1d9i,9.11,2000
5vyy,6.21,2018
2j94,6.27,2007
5g2g,6.05,2016
1x38,8.77,2005
1m0o,2.31,2002
4azc,5.86,2013
2vpe,4.94,2008
2x91,6.74,2010
1q1g,8.57,2004
1o2q,7.68,2003
2pvm,6.44,2008
3k2f,7.2,2009
4n7m,5.47,2013
6haz,7.0,2019
3p17,4.48,2011
3agl,7.8,2010
5h1v,4.0,2017
5ive,7.57,2016
4b1j,7.3,2012
5lso,5.85,2016
5e6o,4.11,2016
2ccb,7.45,2006
5zo8,8.2,2018
2vwc,6.62,2008
3t85,7.95,2011
1y3x,5.14,2005
2oc2,8.52,2007
4m12,6.05,2014
6qi4,4.37,2019
6g14,5.49,2018
6dz2,8.85,2019
1kpm,5.8,2002
6k3l,7.22,2019
1v2o,4.73,2004
6ckw,9.08,2018
3lzs,10.96,2010
5izf,9.74,2016
5tef,5.4,2016
6oqb,10.3,2019
5fdi,7.73,2016
1ta6,9.13,2004
5nxp,7.99,2018
6i12,5.57,2019
2am4,3.72,2006
4k6i,6.2,2013
3b66,8.6,2008
4nbn,4.36,2013
6nv9,8.19,2019
2h15,5.67,2007
6qgf,6.0,2019
4bco,6.88,2013
5uez,6.01,2017
3ove,6.57,2011
2azr,3.64,2005
3h78,4.24,2009
1o3d,7.13,2003
3v51,8.55,2012
5mpz,4.07,2017
6j0g,5.64,2019
2vmf,5.85,2008
4z1j,8.11,2015
1qk4,4.21,1999
5qtt,8.47,2019
5zni,4.39,2019
5e2s,9.01,2016
1xow,9.28,2004
4m3p,5.4,2014
5uc4,6.46,2018
1ajv,7.72,1997
4lxz,6.74,2013
5a2i,5.06,2015
2qi5,10.85,2008
6cn5,7.7,2018
4ffs,10.44,2012
2oi2,6.3,2007
4i7l,3.99,2013
2a5c,4.62,2006
6s57,5.1,2019
3mxe,10.01,2010
2i4d,11.68,2007
4qtl,6.92,2015
2v3d,3.94,2007
2ha6,4.32,2006
4psb,4.64,2014
5odx,6.71,2018
1ft7,5.18,2000
1enu,5.08,2000
2pou,7.42,2007
6std,8.64,1999
3c52,7.3,2008
6dpz,3.59,2018
4g8n,7.2,2012
1s39,7.7,2004
2rkf,9.08,2008
4k4j,6.12,2013
3rz0,7.55,2011
5eh8,3.1,2016
2c1p,5.4,2006
5gj9,4.99,2017
6epy,6.46,2018
2jfz,5.24,2007
6c85,3.9,2019
6gji,3.87,2018
5tya,4.48,2017
4n9a,4.19,2013
1bnv,8.77,1999
3ahn,7.05,2010
1j37,8.96,2003
2nnd,6.06,2007
4gzp,7.84,2012
6i11,4.53,2019
5n1z,8.19,2017
5f08,5.52,2016
5mqe,5.4,2017
4n07,6.46,2013
6h77,7.33,2018
4q4q,5.79,2014
3b7i,5.82,2007
1txr,7.74,2004
6dpy,4.1,2018
2vsl,8.4,2008
2j95,8.4,2007
2bt9,6.19,2005
5u4d,6.33,2017
4ufm,3.72,2015
3m36,9.82,2010
5neb,7.77,2017
4det,5.68,2012
1a9m,6.92,1998
1nja,6.31,1996
4ap7,7.96,2012
6dgq,5.51,2019
4l19,6.1,2014
3hp9,4.59,2010
2v57,7.1,2009
1rp7,8.52,2004
1o2z,6.11,2003
1nvs,7.82,2003
4tmk,7.7,1998
2whp,4.0,2009
4eu0,6.4,2012
5cj6,8.69,2016
5z7b,4.89,2018
2hhn,7.49,2007
4lko,8.22,2013
3shc,5.72,2012
3ozr,5.15,2011
1mfi,5.59,1999
4z07,7.99,2016
1olx,4.33,2003
4c6u,4.59,2013
3pe2,9.76,2011
6dyv,10.59,2019
4zls,9.09,2015
6rfn,6.7,2019
2xxx,6.41,2011
3w9r,6.18,2014
1i7z,6.4,2001
1s89,5.24,2004
6f28,5.67,2018
5d3l,6.06,2016
3p8o,8.72,2011
1hsl,7.19,1994
1k1y,3.22,2003
1kuk,3.91,2002
5wxh,6.15,2017
5j9x,7.77,2017
5iyy,4.77,2017
4iid,5.62,2013
3ekp,8.89,2009
2ovy,8.4,2007
5efa,4.83,2015
6elp,6.63,2018
5a5q,4.68,2015
4uyf,7.6,2014
2wed,6.1,1998
5dxt,9.7,2016
6dgr,4.91,2019
2i0a,11.4,2006
5gmn,4.73,2017
2zdn,6.25,2008
6fhu,2.64,2018
1sld,6.57,1996
3zyu,7.0,2011
2j7f,6.35,2006
2xye,8.34,2011
1olu,4.41,2003
3npc,8.34,2010
6s4t,7.95,2019
3rdo,9.85,2011
1f0t,6.0,2000
1ghy,8.1,2002
3k97,8.0,2010
5ucj,6.36,2018
2fzk,3.6,2006
4lyw,6.63,2014
5f8y,4.24,2016
3c79,7.2,2008
6fe0,6.48,2018
4dkr,6.52,2012
4tpw,4.69,2014
3fh7,7.6,2010
6mlj,7.26,2019
4ymg,4.68,2015
4ufj,4.28,2015
5i3x,8.1,2016
3kjd,8.54,2009
1adl,5.36,1994
1gx8,6.37,2002
1hlk,5.0,2001
5g60,6.52,2017
3i73,5.49,2010
5kbe,6.34,2016
2buv,4.0,2006
5ewy,4.3,2016
1b7h,8.02,1998
3f5l,3.72,2009
2p95,9.37,2007
3s0b,6.49,2011
2fw6,2.92,2006
5i88,6.6,2016
1q65,5.46,2004
1q8w,5.24,2003
5otz,5.19,2018
6d1a,4.35,2019
1ype,8.1,2006
3s6t,7.35,2012
6dyn,3.19,2019
6pg7,4.66,2019
4emr,7.49,2012
5fsn,5.77,2016
5fho,6.67,2016
6ftp,5.82,2018
4cjq,3.59,2014
2qnn,7.15,2008
3ryz,8.62,2011
5kva,5.14,2016
1hwr,8.33,1999
1bnu,9.7,1999
1nfy,8.89,2003
3zi8,5.66,2013
4x8u,2.46,2015
5d26,6.09,2016
1ws1,9.55,2005
2v2v,4.07,2007
1hfs,8.7,1998
6hzy,3.92,2019
5oa6,5.51,2018
5xvg,8.05,2018
3bgs,9.42,2008
1f8e,4.82,2001
3p8p,4.55,2010
6p88,4.52,2019
6mku,7.15,2019
4j7d,4.7,2013
4k7i,2.82,2014
5ttw,5.96,2017
4gg7,8.2,2012
1rd4,7.74,2004
4q99,6.28,2015
1m7i,5.4,2003
1t4v,7.68,2005
6o9c,7.55,2019
4tkj,6.04,2015
5g4o,4.43,2016
4b6o,7.0,2012
2qtn,3.42,2008
5wcm,4.0,2017
3o9p,6.52,2011
5tt3,6.71,2017
6gxb,7.46,2019
6gfs,6.54,2018
5o07,7.47,2017
6guc,7.6,2018
5i3w,9.22,2016
4tln,3.72,1982
3bzf,4.52,2008
4mpn,6.62,2014
1fcy,8.52,2000
3d2e,6.42,2008
3n7o,7.14,2010
5dit,6.15,2015
5c3p,4.46,2015
4lps,5.74,2013
4nl1,3.89,2014
4ca5,9.39,2013
6eeo,6.43,2018
6p84,4.81,2019
4wop,4.76,2015
5u0z,6.19,2017
4xiq,7.07,2015
4f1l,5.12,2012
4aq4,6.17,2012
6css,7.6,2018
2cgf,6.41,2006
1lee,7.74,2002
3fqe,8.3,2009
4pin,5.4,2014
6hoq,6.39,2019
4azb,7.24,2013
2uxi,7.3,2007
1sr7,10.1,2004
6nu5,5.15,2019
6m8q,6.43,2019
3ckp,6.35,2008
2x7u,5.27,2010
1c83,4.85,2000
1lvu,5.32,2003
2x8z,7.96,2010
5sz5,7.7,2016
1q91,4.15,2004
2p7z,6.58,2008
3aas,4.51,2010
4r76,7.85,2014
4zw6,5.72,2016
3rz1,8.74,2011
4jpy,4.43,2013
1ez9,5.1,2002
6nwl,7.37,2019
1bjv,5.54,1998
1c1v,7.64,2000
5i3a,5.05,2016
4abd,4.4,2012
4deu,5.64,2012
4loy,8.09,2014
4q09,8.17,2015
2f94,6.71,2006
5u0d,4.54,2017
4wa9,8.42,2015
2y8c,6.4,2012
3p5l,7.39,2011
2euk,6.6,2006
3pju,4.88,2011
1hsh,9.42,1996
5nwi,6.16,2017
4k3h,6.85,2013
2p09,6.35,2007
2qdt,5.19,2007
4hf4,8.62,2012
3nex,6.0,2010
4att,6.98,2013
3l4y,7.0,2010
2e7f,6.1,2007
5i29,7.82,2016
3p3t,7.24,2011
4n5d,3.22,2013
4b3b,3.6,2013
1qb9,7.44,2000
6o48,7.12,2019
6r0v,4.96,2019
2cen,8.3,2007
1hmt,5.79,1995
6n3w,5.81,2019
3ccw,7.87,2008
3ekr,7.52,2008
3kgu,5.92,2010
5sxm,8.54,2016
3gy3,5.63,2010
4bf6,8.35,2014
4bps,2.99,2013
6eqv,6.62,2018
4q93,4.65,2014
1jev,6.89,1997
6pi5,6.96,2019
6g2l,7.17,2018
4r4o,5.82,2014
5nw2,6.49,2017
6aro,5.15,2018
4baq,9.01,2013
3suu,8.52,2012
2psu,7.62,2007
6hpw,6.09,2018
4xy8,6.4,2015
1ua4,4.22,2004
1b0h,6.7,1998
1b3f,6.89,1998
1jqy,4.92,2002
2v58,9.09,2009
5cp5,5.91,2016
5kr2,8.48,2016
3upk,4.3,2012
3ipq,7.57,2010
3vd9,4.0,2012
4bf1,8.62,2014
1hpo,9.22,1997
1phw,3.3,2004
1eld,6.7,1995
3rdq,9.31,2011
2y7z,8.7,2011
5dlx,5.7,2016
3dln,6.6,2008
3acl,6.22,2010
1v1m,3.94,2004
5j1r,4.66,2017
6ex1,7.31,2018
2pu1,5.85,2007
4cj4,3.36,2014
4llk,3.0,2014
5hrw,5.48,2016
3fjg,3.73,2009
4ovg,3.69,2014
1ur9,5.77,2004
1mai,6.68,1996
6d16,5.08,2019
4h75,6.6,2012
3ttp,9.12,2012
3vh9,6.24,2012
5ogb,7.47,2018
4v27,6.66,2014
3l4v,6.72,2010
3ip8,2.28,2009
6md6,5.1,2019
4je8,5.21,2014
1xh9,7.77,2005
4mdn,6.22,2013
4xtz,9.82,2015
1f8b,5.4,2001
6ayt,8.85,2018
4i7k,3.04,2013
5lsh,3.39,2017
4lhv,10.0,2013
6r8o,8.22,2019
6oe0,8.92,2019
1pbq,6.27,2003
4kyh,5.92,2013
2ptz,7.82,2007
1y3n,5.55,2005
1k4g,5.85,2002
1trd,5.4,1993
3hzk,6.7,2010
5ii2,4.89,2016
5e2r,7.06,2015
3po1,4.02,2011
1x8t,7.8,2005
1a9q,6.17,1998
4uj2,7.1,2016
6d1d,4.47,2019
3oy0,8.0,2011
4djo,11.52,2012
6n7a,8.37,2019
1cet,2.89,1999
5h85,4.7,2017
4h85,5.15,2013
4rlu,4.82,2015
1jlr,3.33,2002
2fdp,7.59,2006
4u0w,3.0,2015
1wc1,4.0,2004
2o4r,9.4,2007
4p6w,9.15,2014
2p16,10.1,2007
4nja,6.22,2014
1uz1,6.89,2004
5d25,6.3,2016
2uwp,6.81,2007
4ad3,4.62,2012
4oc5,7.07,2014
4kwg,6.0,2014
1h2t,7.89,2002
1v1j,4.82,2005
6cks,7.82,2018
6e7t,6.89,2019
4xar,6.97,2015
2cgr,7.28,1994
3qkd,8.38,2011
4des,5.85,2012
5lne,4.76,2016
3zsy,3.23,2012
5cbm,7.77,2015
5nk9,6.14,2017
4kfq,8.23,2013
6fs0,9.77,2018
6g6t,7.7,2019
1fao,7.37,2000
1v0l,7.55,2004
2zc9,6.74,2008
3ffp,7.14,2009
1v2k,6.19,2004
6if0,6.51,2019
4hwp,7.76,2013
4nxv,5.42,2013
5u49,6.14,2017
5oot,7.55,2017
4hws,9.1,2013
4qlk,3.24,2015
4gki,4.46,2012
1dar,4.96,1996
4kiu,3.85,2014
5zag,6.97,2018
5hwu,5.27,2016
2zdk,6.37,2008
2qnp,6.41,2008
4kxb,4.12,2013
2pyy,4.6,2008
4msc,5.96,2014
1pb8,5.15,2003
4csd,5.91,2014
6q54,6.49,2019
1mrs,3.96,2003
6ql1,6.48,2019
5hcv,8.7,2016
4cwf,4.49,2014
1hih,8.05,1995
3ebo,4.72,2009
1kav,5.82,2002
4z93,7.35,2015
2fqx,7.15,2006
3cct,7.56,2008
6e1z,3.82,2019
4do4,7.29,2012
2vwo,7.51,2009
2sim,3.42,1994
2q63,7.18,2008
1qhc,7.57,1999
3hl5,4.47,2009
4xoc,8.52,2016
6ndl,7.19,2019
5fto,8.21,2016
6exs,3.44,2018
3kdb,9.85,2010
1f3e,6.7,2000
5nk2,6.74,2017
6hni,4.03,2019
1bnn,10.0,1999
4jzi,7.4,2014
2ri9,3.22,2008
3n1c,5.22,2010
6hay,7.01,2019
4in9,4.97,2013
2f35,5.4,2006
5oei,5.8,2017
1ols,5.82,2003
6p9e,7.17,2019
2jke,4.23,2008
6r9u,2.12,2019
2j34,7.82,2006
3dx3,6.52,2009
3lmk,5.94,2010
3a1d,4.12,2009
2ihq,8.49,2006
2rkm,3.9,1997
4ko8,7.15,2013
4agl,3.65,2012
4ibj,4.33,2014
4hpi,4.85,2013
3su5,5.58,2012
2aog,6.28,2006
5ufr,8.7,2017
4tu4,3.76,2014
3i60,8.7,2010
2wjg,7.1,2009
2uy4,4.68,2007
1mrw,9.7,2003
5hrx,5.29,2016
6ssy,3.19,2019
4leq,6.54,2014
1koj,6.7,2002
3b7j,5.17,2008
4b34,3.14,2013
2c97,6.14,2006
4oak,4.22,2014
1loq,3.7,2002
3hk1,6.17,2009
5d24,5.24,2016
3e5u,5.85,2008
1o5r,8.12,2004
3v5t,8.22,2012
4tkb,5.59,2015
5my8,7.14,2017
5xo7,6.36,2018
5dkn,3.69,2016
6orr,9.3,2019
3qxv,8.4,2011
4djq,10.32,2012
5ut6,4.24,2017
1os5,6.85,2004
4mrw,3.3,2014
4gue,5.24,2013
4j93,4.7,2013
5cbs,5.41,2015
4f3k,10.16,2013
6j72,6.13,2019
5g1z,5.32,2017
4mmm,3.82,2014
4rfc,8.24,2015
3vhk,4.6,2012
2rka,3.0,2008
3t84,6.97,2011
1a4w,5.92,1998
6d2o,5.3,2018
4k7n,3.48,2014
5t8p,5.89,2017
5oh2,4.24,2018
4b7j,7.95,2012
6h37,8.59,2018
1uwu,5.98,2004
5kh3,4.22,2016
5d3h,5.1,2016
4app,7.19,2012
6ixd,9.8,2019
3dzt,7.22,2009
4fz3,3.73,2013
4j47,4.92,2013
1fkn,8.8,2000
1ucn,5.22,2003
5oha,4.89,2018
1pme,9.4,1999
3n3g,7.24,2010
3vdb,2.52,2012
3g30,2.51,2009
6qqv,4.92,2019
4lj5,6.29,2014
4o3f,5.56,2014
6nfh,7.15,2019
1t32,7.42,2005
6j1l,6.42,2019
4cu8,4.47,2014
1od8,5.1,2003
4q83,4.19,2015
6g34,8.24,2018
3ozg,9.19,2011
1g46,8.8,2000
5w44,6.44,2018
6f92,6.4,2018
5b25,10.24,2016
1fkf,9.4,1991
1kel,7.28,1996
1pph,5.92,1994
5n3v,4.34,2017
1onz,5.1,2003
3n2u,7.84,2010
5ngz,2.89,2017
5etb,4.54,2016
2idw,8.89,2006
2pwc,6.57,2008
5nvv,6.7,2017
5ldm,3.86,2017
5yj8,3.98,2018
4c2v,9.0,2014
6gnp,4.55,2018
4hy1,8.7,2013
3bgq,7.96,2007
6t1l,4.77,2019
3bgc,5.02,2008
5g4m,3.86,2016
6chp,10.12,2018
1efy,8.22,2001
5o9p,5.09,2018
2vwl,7.02,2009
2evl,6.7,2006
1msm,10.48,2003
4avh,7.23,2012
3lzu,10.06,2010
1d3p,7.39,2000
5l4j,4.28,2016
5nk3,7.42,2017
4c52,5.68,2014
5ie1,6.85,2016
6cfc,3.68,2018
4i74,6.72,2013
3wto,6.92,2015
3zyf,4.85,2011
4r06,6.29,2016
5cp9,3.51,2015
4u43,4.32,2014
3f8f,6.63,2008
4n9c,3.9,2014
5o2d,5.68,2017
3vbd,8.07,2012
2nsl,4.68,2007
2h4k,5.49,2006
4muv,5.76,2014
1yq7,7.09,2005
1xr9,7.15,2005
5nwe,4.88,2018
2vmd,3.02,2008
4bt5,2.76,2013
3hkw,8.64,2010
6a87,3.15,2019
4ayq,7.33,2013
6hzb,8.98,2019
6ior,4.31,2019
2dw7,4.7,2006
1e5j,4.0,2001
3ies,9.92,2010
4lvt,10.36,2013
1b40,7.28,1999
4qrh,5.15,2015
5zg0,7.09,2019
1ohr,8.7,1998
1gyx,2.48,2002
5fut,6.45,2016
4j44,5.73,2013
5hct,7.6,2016
