pdbid,-logKd/Ki,release_year
1p1n,6.8,2003
2al5,8.4,2005
3g2z,2.36,2009
3g31,2.89,2009
4de2,4.12,2012
4de3,5.52,2012
4de1,5.96,2012
1vso,4.72,2007
4dld,5.82,2012
3gbb,6.9,2009
3fv2,8.11,2010
3fv1,9.3,2010
4mgd,4.69,2014
2qe4,7.96,2007
1qkt,9.04,2000
2p15,10.3,2007
2y5h,5.79,2011
2xbv,8.43,2010
1z6e,9.72,2006
1mq6,11.15,2003
1nc3,5.0,2003
1nc1,6.12,2003
1y6r,10.11,2005
4f2w,11.3,2013
4f3c,11.82,2013
1uto,2.27,2004
4abg,3.57,2012
3gy4,5.1,2010
1k1i,6.58,2001
1o3f,7.96,2003
2yge,5.06,2011
2fxs,6.06,2007
2iwx,6.68,2006
2vw5,8.52,2008
4kzq,6.1,2013
4j21,7.41,2013
4j3l,7.8,2013
3kr8,8.1,2009
2ymd,3.16,2012
2wnc,6.32,2009
2wn9,8.52,2009
2x00,11.33,2010
3ozt,4.13,2011
3ozs,5.33,2011
3oe5,6.88,2011
3oe4,7.47,2011
3nw9,9.0,2011
3ao4,2.07,2011
3zt2,2.84,2012
3zso,5.12,2012
3n7a,3.7,2011
4ciw,4.82,2014
3n86,5.64,2011
3n76,6.85,2011
2xb8,7.59,2010
4bkt,3.62,2013
4w9c,4.65,2014
4w9l,5.02,2014
4w9i,5.96,2014
4w9h,6.73,2014
3nq9,4.03,2010
3ueu,5.24,2011
3uev,5.89,2011
3uew,6.31,2011
3uex,6.92,2011
3lka,2.82,2010
3ehy,5.85,2009
3tsk,7.17,2012
3nx7,8.1,2010
4gr0,9.55,2013
3dxg,2.4,2009
3d6q,3.76,2009
1w4o,5.22,2005
1o0h,5.92,2003
1u1b,7.8,2005
2r58,2.0,2007
3c2f,2.0,2008
3g2y,2.0,2009
3pce,2.0,1998
4qsu,2.0,2014
4qsv,2.0,2014
4cs9,2.1,2014
2w8w,2.12,2009
4tim,2.16,1992
5fe6,2.16,2016
6ghj,2.16,2018
3gqz,2.17,2009
4y3j,2.17,2016
5oxk,2.17,2018
5z5f,2.17,2018
4ahr,2.19,2012
4ahs,2.19,2012
4mre,2.19,2014
1x8d,2.21,2005
4g0z,2.21,2012
1m0n,2.22,2002
2aac,2.22,1997
4aci,2.22,2012
1ajp,2.23,1997
3ao5,2.23,2011
3i3b,2.23,2010
5m9w,2.24,2017
1ew8,2.26,2002
4np2,2.26,2014
4ahu,2.27,2012
3ip8,2.28,2009
3dyo,2.3,2008
3kgq,2.3,2010
3mhw,2.3,2010
3pcg,2.3,1998
3rv4,2.3,2011
4g0y,2.3,2012
1m0o,2.31,2002
5mz8,2.31,2017
4iie,2.34,2013
3gtc,2.35,2009
4y3y,2.35,2016
5fsc,2.36,2017
3t0d,2.37,2012
6rnt,2.37,1993
3f6e,2.38,2008
1f73,2.39,2000
1nwl,2.39,2003
1oba,2.44,2003
3mjl,2.44,2010
4ddm,2.46,2013
1utl,2.47,2004
4y4j,2.47,2016
6fhq,2.47,2018
1gyx,2.48,2002
5mn1,2.48,2017
4efk,2.49,2013
4kz7,2.49,2014
1ai4,2.5,1997
3g30,2.51,2009
3mfv,2.52,2010
3vdb,2.52,2012
4g0q,2.52,2012
4hj2,2.53,2013
3b3s,2.55,2007
3ovn,2.55,2011
1gwv,2.57,2003
3gvb,2.59,2009
4o3c,2.59,2014
2r5a,2.6,2007
4up5,2.6,2014
5g46,2.6,2016
3f37,2.62,2009
5lvd,2.62,2017
1ajn,2.63,1997
4i8x,2.64,2013
6fhu,2.64,2018
5ey0,2.65,2016
3a1e,2.66,2009
3lvw,2.67,2010
4b3c,2.68,2013
4b3d,2.68,2013
3elc,2.69,2009
2fzc,2.7,2006
2uyn,2.7,2007
3bra,2.7,2008
1pfu,2.72,2004
2rkd,2.72,2008
5fsx,2.72,2016
2qwb,2.74,1998
2vyt,2.74,2008
4m6u,2.74,2014
4ndu,2.74,2014
5os2,2.74,2017
1rql,2.75,2004
4bt5,2.76,2013
5er4,2.76,2016
2bet,2.77,2004
4kz3,2.77,2014
5os4,2.78,2017
2bza,2.8,1999
5fbi,2.8,2016
5fov,2.8,2016
3djx,2.81,2009
3ppr,2.82,2011
4dsu,2.82,2012
4k7i,2.82,2014
6mj7,2.82,2018
5th4,2.85,2017
3zt3,2.86,2012
1cet,2.89,1999
1iih,2.89,2001
4b35,2.89,2013
4gqq,2.89,2012
5flt,2.89,2016
5ngz,2.89,2017
5orv,2.89,2017
6b7b,2.89,2017
3c2u,2.9,2008
1h2k,2.92,2002
2fw6,2.92,2006
3alt,2.92,2011
3k8c,2.92,2010
4ai5,2.92,2012
4ef6,2.92,2013
4lm3,2.92,2014
6fv4,2.92,2018
1tng,2.93,1994
4zv2,2.93,2016
2vmc,2.94,2008
1f4e,2.96,2000
2w8j,2.96,2009
3g34,2.96,2009
3imc,2.96,2009
4dst,2.96,2012
4mrg,2.96,2014
5fng,2.96,2016
4ceb,2.97,2013
5flq,2.97,2016
3ckb,2.98,2008
3djq,2.98,2009
4ibc,2.98,2014
4bps,2.99,2013
1ecq,3.0,2000
1ws4,3.0,2005
2q8h,3.0,2007
2rka,3.0,2008
2v3u,3.0,2007
3ime,3.0,2009
4b2i,3.0,2013
4k0o,3.0,2013
4l51,3.0,2013
4llk,3.0,2014
4r3w,3.0,2014
5ehw,3.0,2016
6ftz,3.0,2018
1utm,3.01,2004
4g0p,3.01,2012
2vmd,3.02,2008
1ogd,3.03,2003
2ha3,3.03,2006
4lm2,3.03,2014
1rtf,3.04,1997
3t08,3.04,2012
3t1m,3.04,2011
4i7k,3.04,2013
4lm4,3.04,2014
5fls,3.04,2016
1f74,3.05,2000
1uj5,3.05,2004
4g5f,3.05,2013
1rnm,3.07,1996
3mof,3.07,2010
1y1z,3.08,2005
5ehv,3.08,2016
1ec9,3.1,2000
3buf,3.1,2008
3f78,3.1,2009
4cjr,3.1,2014
5eh8,3.1,2016
5orw,3.1,2017
3c2r,3.11,2008
4bt3,3.12,2013
4cgi,3.12,2013
5ey4,3.12,2016
1ax0,3.13,1998
2ya7,3.14,2011
4b34,3.14,2013
1e6q,3.15,2001
4de5,3.15,2013
4fzj,3.15,2013
5flo,3.15,2016
5fnf,3.15,2016
3f34,3.16,2009
5fot,3.17,2016
5fox,3.17,2016
5ose,3.17,2017
1lbk,3.18,2002
3bug,3.18,2008
3g1v,3.19,2009
4gzx,3.19,2012
5cs6,3.2,2016
5ijr,3.2,2017
1s5z,3.21,2005
1br6,3.22,1998
1e6s,3.22,2000
1ew9,3.22,2002
1k1y,3.22,2003
1zc9,3.22,2006
2ri9,3.22,2008
2uy3,3.22,2007
4n5d,3.22,2013
1px4,3.23,2004
3zsy,3.23,2012
4lm1,3.23,2014
5qay,3.23,2018
3qfz,3.24,2011
4b2l,3.24,2013
1v2j,3.25,2004
3ta1,3.25,2011
4lm0,3.25,2014
5yas,3.26,1999
3ioe,3.27,2009
3d52,3.28,2008
3tfu,3.28,2011
4fl1,3.28,2012
5duw,3.29,2016
1d7j,3.3,1999
1phw,3.3,2004
1tpw,3.3,1995
2vw2,3.3,2008
3aaq,3.3,2010
3hcm,3.3,2010
4ddh,3.3,2013
4jss,3.3,2013
4mrw,3.3,2014
4msa,3.3,2014
4np3,3.3,2014
5g45,3.3,2016
1i2s,3.31,2002
1pzp,3.31,2004
5fe7,3.31,2016
2wk6,3.32,2009
4cjp,3.32,2014
4i7j,3.32,2013
188l,3.33,1995
1jlr,3.33,2002
4ab9,3.33,2012
4b0b,3.33,2012
4b5t,3.33,2012
4b5w,3.33,2012
3f33,3.34,2009
4b32,3.34,2013
4bt4,3.34,2013
3c2o,3.35,2008
3pwk,3.35,2012
4lkq,3.35,2014
4cj4,3.36,2014
187l,3.37,1995
1tnh,3.37,1994
1v2u,3.37,2004
3d8z,3.37,2009
3n35,3.37,2011
4b33,3.37,2013
2fzg,3.38,2006
3tay,3.38,2012
3w07,3.38,2013
4ipn,3.39,2013
4lhm,3.39,2014
5lsh,3.39,2017
5os5,3.39,2017
1bxr,3.4,1999
1f8d,3.4,2001
1ikt,3.4,2001
1l83,3.4,1993
1m83,3.4,2002
1uz4,3.4,2004
3jzh,3.4,2009
4abe,3.4,2012
2v2c,3.41,2008
2qtn,3.42,2008
2sim,3.42,1994
2w08,3.42,2009
3iob,3.42,2009
4llj,3.42,2014
4n8q,3.42,2014
2xog,3.43,2011
3axz,3.43,2011
5osl,3.43,2018
4umc,3.44,2014
6exs,3.44,2018
3nik,3.45,2010
1moq,3.46,1998
3muz,3.46,2011
4k5p,3.46,2013
4tz2,3.46,2014
5qal,3.46,2018
3ta0,3.47,2011
4epy,3.47,2012
4h42,3.47,2013
5ma7,3.47,2017
2p3i,3.48,2008
3g1d,3.48,2009
3gx0,3.48,2009
3nyd,3.48,2011
4k7n,3.48,2014
5eh7,3.48,2016
5xg5,3.48,2017
1c5o,3.49,2000
1utn,3.49,2004
4avs,3.49,2013
4b5s,3.49,2012
5fnd,3.49,2016
6d9x,3.49,2018
4i7p,3.5,2013
2r0h,3.51,2008
5h1u,3.51,2017
5mby,3.51,2017
1jys,3.52,2002
2j27,3.52,2007
2vw1,3.52,2008
3mfw,3.52,2010
4mrz,3.52,2014
5mod,3.52,2017
185l,3.54,1995
1v2r,3.55,2004
2cle,3.55,2007
2qwc,3.55,1998
4aji,3.55,2012
5fpk,3.55,2016
1h46,3.57,2003
1np0,3.57,2003
3ff3,3.57,2009
4ck3,3.57,2014
4ibb,3.57,2014
6gjm,3.58,2018
1nli,3.59,2003
2gsu,3.59,2006
4cjq,3.59,2014
5mxf,3.59,2017
6dpz,3.59,2018
1d7i,3.6,1999
2fzk,3.6,2006
2qpu,3.6,2008
2xdk,3.6,2010
3b3x,3.6,2007
3g0i,3.6,2009
3jdw,3.6,1998
4b3b,3.6,2013
4c1y,3.6,2014
5lvr,3.6,2016
3jzj,3.61,2010
3sk2,3.61,2011
5lud,3.61,2017
5oqu,3.61,2018
1pb9,3.62,2003
5ork,3.63,2018
1gyy,3.64,2002
2azr,3.64,2005
2rk8,3.64,2008
4iuo,3.64,2013
4agl,3.65,2012
5yum,3.65,2018
3buh,3.66,2008
3oy8,3.66,2010
3pcn,3.66,1998
3t2q,3.66,2012
4aia,3.66,2012
4fl2,3.66,2012
5m17,3.66,2017
5nzn,3.66,2018
4ibd,3.67,2014
5fog,3.67,2016
5fol,3.67,2016
1c3x,3.68,1999
2x6x,3.68,2011
3ioc,3.68,2009
3isj,3.68,2009
4aje,3.68,2012
4io7,3.68,2013
4isu,3.68,2013
6cfc,3.68,2018
2a8g,3.69,2006
4ovg,3.69,2014
4tte,3.69,2014
5dkn,3.69,2016
5os7,3.69,2018
6gg4,3.69,2018
1loq,3.7,2002
1pdz,3.7,1995
1wht,3.7,1994
2bvr,3.7,2006
2fx6,3.7,2006
3l59,3.7,2010
5j41,3.7,2016
6gjj,3.7,2018
2vfk,3.71,2008
3fj7,3.71,2009
3g32,3.71,2009
1ai5,3.72,1997
1grp,3.72,1996
2am4,3.72,2006
2r23,3.72,2008
3f5l,3.72,2009
3q6z,3.72,2011
4tln,3.72,1982
3fjg,3.73,2009
4fz3,3.73,2013
1f5k,3.74,2001
2wq5,3.74,2010
4yk0,3.74,2016
6gjr,3.74,2018
3d6p,3.75,2009
2x09,3.76,2010
4tu4,3.76,2014
1kui,3.77,2002
2v2h,3.77,2008
3ao2,3.77,2011
5qa8,3.77,2018
6euc,3.77,2018
6fuh,3.77,2018
3nq3,3.78,2010
2clk,3.79,2007
1kug,3.8,2002
1li6,3.8,2002
1nje,3.8,1996
3t09,3.8,2012
4ajl,3.8,2012
5h1t,3.8,2017
5uf0,3.8,2017
2hu6,3.81,2006
3ai8,3.81,2011
1hn4,3.82,2001
4aba,3.82,2012
4bks,3.82,2013
4keq,3.82,2014
4mmm,3.82,2014
1j16,3.84,2002
1utj,3.84,2004
3lzz,3.84,2010
5mnn,3.84,2018
2wzs,3.85,2009
2yb0,3.85,2011
3mv0,3.85,2011
4kiu,3.85,2014
5btv,3.85,2016
3spf,3.86,2012
4i9u,3.86,2013
5g4m,3.86,2016
5ldm,3.86,2017
5oh9,3.86,2018
6gjl,3.86,2018
1aj7,3.87,1997
1v16,3.87,2004
3w5n,3.87,2013
3wjw,3.87,2013
4nbk,3.87,2014
5oh3,3.87,2018
6gji,3.87,2018
3si4,3.88,2012
4mjp,3.88,2013
5eqe,3.88,2016
1m0q,3.89,2002
2ctc,3.89,1994
3iae,3.89,2010
4aj4,3.89,2012
4nl1,3.89,2014
1avn,3.9,1997
2gvv,3.9,2006
2qw1,3.9,2008
2rkm,3.9,1997
2vhj,3.9,2007
2vuk,3.9,2008
2wor,3.9,2009
2wos,3.9,2009
4n9c,3.9,2014
4qgi,3.9,2014
1kuk,3.91,2002
1pr5,3.92,2003
3ap4,3.92,2011
1h5v,3.93,2002
2a5b,3.93,2006
2cbz,3.93,2006
6g9i,3.93,2018
1v1m,3.94,2004
2v3d,3.94,2007
4bi6,3.95,2013
5fou,3.95,2016
5m5d,3.95,2017
6cbg,3.95,2018
1mrs,3.96,2003
2fpz,3.96,2006
2wec,3.96,1998
3c39,3.96,2008
3gt9,3.96,2010
4gqr,3.96,2012
4ibg,3.97,2014
1v11,3.98,2004
3b3c,3.98,2007
4agm,3.98,2012
5os8,3.98,2018
5yj8,3.98,2018
1rpf,3.99,1994
4i7l,3.99,2013
1e5j,4.0,2001
1lgw,4.0,2002
1tni,4.0,1994
1wc1,4.0,2004
2buv,4.0,2006
2ot1,4.0,2007
2qrl,4.0,2007
2rin,4.0,2008
2whp,4.0,2009
3a1c,4.0,2009
3ijh,4.0,2009
3vd9,4.0,2012
4umb,4.0,2014
5g4n,4.0,2016
5h1v,4.0,2017
5mgk,4.0,2017
5wcm,4.0,2017
1v2w,4.01,2004
3fzn,4.01,2009
2wvz,4.02,2009
3po1,4.02,2011
5vsj,4.02,2017
2q8m,4.03,2007
2x96,4.03,2010
3bxh,4.03,2008
4msn,4.03,2014
5e2l,4.03,2016
5nzf,4.03,2018
6cze,4.03,2018
1hi5,4.04,2001
1li2,4.04,2002
3n8k,4.05,2010
3qx9,4.05,2011
5gof,4.05,2017
2clh,4.06,2007
3m3c,4.06,2010
5mge,4.06,2017
5om2,4.06,2018
8a3h,4.06,2000
1hyo,4.07,2001
2v2v,4.07,2007
5mpz,4.07,2017
5ot9,4.07,2017
6dai,4.07,2018
2rke,4.08,2008
2z1w,4.08,2007
1ai7,4.09,1997
1o0n,4.09,2003
2v88,4.09,2007
4b9z,4.09,2012
4fxp,4.09,2012
5var,4.09,2018
1c5t,4.1,2000
1odj,4.1,2003
2bvs,4.1,2006
3gk1,4.1,2009
3iod,4.1,2009
5kat,4.1,2016
5om3,4.1,2018
5t7s,4.1,2017
6dpy,4.1,2018
1p19,4.11,2004
2exm,4.11,2005
3d6o,4.11,2009
3oyw,4.11,2010
3v4t,4.11,2012
5dnu,4.11,2016
5e6o,4.11,2016
5fnc,4.11,2016
3a1d,4.12,2009
3ivc,4.12,2009
3mam,4.12,2011
4kxb,4.12,2013
4whs,4.12,2014
6cvv,4.12,2018
3qto,4.13,2012
4ovf,4.13,2014
4i7m,4.14,2013
4ibi,4.14,2014
5lvq,4.14,2016
1m2x,4.15,2003
1q91,4.15,2004
2v2q,4.15,2007
2vt3,4.15,2008
2xg9,4.15,2010
3a9i,4.15,2009
3d51,4.15,2008
3sur,4.15,2012
3sus,4.15,2012
4abh,4.15,2012
4ibe,4.15,2014
4kz4,4.15,2014
5aan,4.15,2017
3si3,4.16,2012
4jkw,4.16,2013
5fyx,4.16,2017
5ito,4.16,2016
1v2s,4.17,2004
3qfd,4.17,2011
4oma,4.17,2014
5bw4,4.17,2016
5ldp,4.17,2017
3q2j,4.18,2011
5vgy,4.18,2017
1hi3,4.19,2001
3b3w,4.19,2007
3cft,4.19,2009
3sv2,4.19,2012
4n9a,4.19,2013
4nra,4.19,2013
1c5y,4.2,2000
1c87,4.2,2000
1ghw,4.2,2002
3djp,4.2,2009
3qx5,4.2,2012
5fcz,4.2,2016
5ot8,4.2,2017
1odi,4.21,2003
1qk4,4.21,1999
4bqs,4.21,2013
5n99,4.21,2017
5ti0,4.21,2017
5wbo,4.21,2017
1kv5,4.22,2002
1pzi,4.22,2004
1t5f,4.22,2005
1ua4,4.22,2004
3f80,4.22,2008
3kyq,4.22,2010
4gny,4.22,2013
4mo4,4.22,2014
4oak,4.22,2014
5kh3,4.22,2016
2jke,4.23,2008
2jkp,4.23,2008
3zqe,4.23,2011
5fnr,4.23,2016
2bes,4.24,2004
3h78,4.24,2009
5csp,4.24,2016
5f8y,4.24,2016
5oh2,4.24,2018
5u0w,4.24,2017
5uff,4.24,2017
5ut6,4.24,2017
1li3,4.25,2002
5b2d,4.25,2016
5ei3,4.25,2016
5km9,4.25,2017
2qrk,4.26,2007
3qwc,4.26,2012
5f9b,4.26,2016
6gnm,4.26,2018
1m5w,4.27,2003
5mgf,4.27,2017
6hh5,4.27,2018
2vzr,4.28,2009
3f5j,4.28,2009
3gta,4.28,2010
3jrs,4.28,2009
5f2r,4.28,2016
5l4j,4.28,2016
1e2l,4.29,2000
1v2l,4.29,2004
2wuf,4.29,2009
4i3z,4.29,2012
5mgj,4.29,2017
1amk,4.3,1997
1det,4.3,1996
1w3k,4.3,2004
2cli,4.3,2007
3t0b,4.3,2012
3upk,4.3,2012
4eoh,4.3,2012
4ibk,4.3,2014
4k7o,4.3,2014
4o61,4.3,2014
5ewy,4.3,2016
5jgi,4.3,2017
6fuj,4.3,2018
1ajq,4.31,1997
2tpi,4.31,1982
4kow,4.31,2013
6f20,4.31,2018
2ha6,4.32,2006
2qtt,4.32,2008
4rsk,4.32,1998
4u43,4.32,2014
5m28,4.32,2017
1olx,4.33,2003
4ibj,4.33,2014
4zcs,4.33,2016
6czb,4.33,2018
6exj,4.33,2018
1e3v,4.34,2001
1z6s,4.34,2005
5n3v,4.34,2017
1ghv,4.35,2002
1sv3,4.35,2004
1yfz,4.35,2005
4owv,4.35,2014
5ka7,4.35,2017
1dy4,4.36,2000
2ez7,4.36,2006
4nbn,4.36,2013
1td7,4.37,2004
4gu9,4.37,2013
5oh7,4.37,2018
1bhf,4.38,1998
3b24,4.38,2011
2avq,4.39,2006
2hjb,4.39,2007
3djo,4.39,2009
5orh,4.39,2018
1p57,4.4,2004
2pwd,4.4,2007
3wgg,4.4,2014
4abd,4.4,2012
4dy6,4.4,2012
4pp0,4.4,2014
5uv2,4.4,2017
1no6,4.41,2003
1olu,4.41,2003
2csn,4.41,1996
3uxd,4.41,2012
4exs,4.41,2012
4ou3,4.41,2014
5ka9,4.41,2017
1tjp,4.42,2005
3dri,4.42,2009
4cc5,4.42,2014
4ek9,4.42,2012
6h8s,4.42,2018
2pu2,4.43,2008
2we3,4.43,2009
2wyf,4.43,2010
3kqr,4.43,2010
4axd,4.43,2012
4dsy,4.43,2012
4ibf,4.43,2014
4jpy,4.43,2013
4kcx,4.43,2013
4zw5,4.43,2016
5f2p,4.43,2016
5g4o,4.43,2016
5h5f,4.43,2017
5kad,4.43,2017
2amt,4.44,2006
3u81,4.44,2012
5d6j,4.44,2016
6q3q,4.45,2018
4gki,4.46,2012
4i8n,4.46,2012
5dpx,4.46,2017
5jox,4.46,2016
6fui,4.46,2018
2r2w,4.47,2007
3hl5,4.47,2009
4cu8,4.47,2014
6f05,4.47,2018
1jaq,4.48,1996
1qan,4.48,2000
2ogy,4.48,2007
3p17,4.48,2011
3t01,4.48,2011
4dhl,4.48,2012
4oks,4.48,2014
5ka1,4.48,2017
5ovv,4.48,2018
5tya,4.48,2017
1hi4,4.49,2001
1j14,4.49,2002
1o7o,4.49,2003
3hl8,4.49,2010
3kmy,4.49,2010
4cwf,4.49,2014
5isz,4.49,2017
5t19,4.49,2017
6b7a,4.49,2017
3sw8,4.5,2011
5ovx,4.5,2017
5yl2,4.5,2018
1gi7,4.51,2002
2r1y,4.51,2008
3aas,4.51,2010
3uug,4.51,2012
4abb,4.51,2012
4g90,4.51,2012
1ctt,4.52,1995
1mrn,4.52,2003
1z4o,4.52,2005
2a4m,4.52,2005
2ra6,4.52,2007
2wm0,4.52,2010
3bzf,4.52,2008
3gy7,4.52,2010
3r6u,4.52,2011
4gzw,4.52,2012
4trc,4.52,2014
5o1f,4.52,2018
5vh0,4.52,2018
3h30,4.53,2009
1amw,4.54,1998
1b2h,4.54,1998
1lyx,4.54,2003
1szd,4.54,2004
2zz1,4.54,2009
2zz2,4.54,2009
3iub,4.54,2009
4b76,4.54,2012
5etb,4.54,2016
5u0d,4.54,2017
3b2q,4.55,2008
3djv,4.55,2009
3p8p,4.55,2010
3ppq,4.55,2011
3suv,4.55,2012
4myd,4.55,2014
5c2o,4.55,2016
5oh4,4.55,2018
5oss,4.55,2018
6edr,4.55,2018
6gnp,4.55,2018
5ost,4.56,2018
4fp1,4.57,2013
5ko5,4.57,2017
5ovr,4.57,2017
4bi7,4.58,2013
5j7q,4.58,2016
5u0g,4.58,2017
1bma,4.59,1995
2ihj,4.59,2007
2jiw,4.59,2007
3hp9,4.59,2010
3ujc,4.59,2011
4c6u,4.59,2013
4g8y,4.59,2012
5k9w,4.59,2017
6fnq,4.59,2018
1pa9,4.6,2003
1tx7,4.6,2005
1u33,4.6,2004
1upf,4.6,1999
2pyy,4.6,2008
2v54,4.6,2008
2vb8,4.6,2007
2vba,4.6,2007
2wlz,4.6,2010
2x0y,4.6,2010
3d7k,4.6,2008
3vhk,4.6,2012
4bc5,4.6,2012
4jal,4.6,2013
4p58,4.6,2014
2bo4,4.61,2005
3lgs,4.61,2010
4io4,4.61,2013
4ocq,4.61,2014
5ulp,4.61,2017
6eq1,4.61,2018
1f4f,4.62,2000
2a5c,4.62,2006
2f6t,4.62,2005
2xm2,4.62,2011
3f5k,4.62,2009
3tk2,4.62,2012
3u90,4.62,2012
3umq,4.62,2012
4abf,4.62,2012
4ad3,4.62,2012
5jgq,4.62,2017
6f1j,4.62,2018
3uj9,4.63,2011
4hzm,4.63,2013
5ji8,4.63,2016
5n34,4.63,2017
4psb,4.64,2014
5jhk,4.64,2017
3qtv,4.65,2012
4q93,4.65,2014
6b98,4.65,2017
1bzj,4.66,1999
1h4w,4.66,2002
1m1b,4.66,2002
2ca8,4.66,2006
2ha2,4.66,2006
3ddf,4.66,2008
4tt2,4.66,2014
5j1r,4.66,2017
5o1d,4.66,2018
6ezq,4.66,2017
3vw1,4.67,2013
4gkh,4.67,2012
4nku,4.67,2013
5jsq,4.67,2016
1c5p,4.68,2000
1wn6,4.68,2005
2nsl,4.68,2007
2uy4,4.68,2007
2ypo,4.68,2013
3g35,4.68,2009
4lar,4.68,2013
5eq1,4.68,2016
5fe9,4.68,2016
5k1d,4.68,2017
5kab,4.68,2017
6bm6,4.68,2018
2rio,4.69,2008
3ujd,4.69,2011
4tpw,4.69,2014
1c5n,4.7,2000
1c86,4.7,2000
2cex,4.7,2006
2dw7,4.7,2006
2fu8,4.7,2007
2i2c,4.7,2007
3kiv,4.7,1999
3nkk,4.7,2010
3suw,4.7,2012
4j7d,4.7,2013
4j93,4.7,2013
4luz,4.7,2013
4lzr,4.7,2014
5h85,4.7,2017
5wbm,4.7,2017
6fba,4.7,2018
1v2t,4.71,2004
4ljh,4.71,2013
4yb5,4.71,2016
5his,4.71,2016
5kma,4.71,2017
5otc,4.71,2017
6evn,4.71,2018
184l,4.72,1995
3ebo,4.72,2009
3f6g,4.72,2009
